mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	C#orbit-15	C#orbit-16	C#orbit-17	C#orbit-18	C#orbit-19	C#orbit-20	C#orbit-21	C#orbit-22	C#orbit-23	C#orbit-24	C#orbit-25	C#orbit-26	C#orbit-27	C#orbit-28	C#orbit-29	C#orbit-30	C#orbit-31	C#orbit-32	C#orbit-33	C#orbit-34	C#orbit-35	C#orbit-36	C#orbit-37	C#orbit-38	C#orbit-39	C#orbit-40	C#orbit-41	C#orbit-42	C#orbit-43	C#orbit-44	C#orbit-45	C#orbit-46	C#orbit-47	C#orbit-48	C#orbit-49	C#orbit-50	C#orbit-51	C#orbit-52	C#orbit-53	C#orbit-54	C#orbit-55	C#orbit-56	C#orbit-57	C#orbit-58	C#orbit-59	C#orbit-60	C#orbit-61	C#orbit-62	C#orbit-63	C#orbit-64	C#orbit-65	C#orbit-66	C#orbit-67	C#orbit-68	C#orbit-69	C#orbit-70	C#orbit-71	C#orbit-72	cD#class
80	Temple	11	56	29	26	350	341	91	26	13	62	167	80	13	23	36	1937	1821	809	631	1155	567	459	75	7	346	229	489	505	473	1193	588	111	186	64	50	49	39	86	41	20	67	40	52	67	18	32	79	45	223	0	0	58	36	64	2	0	86	274	88	20	27	11	1	2	6	0	30	50	2	0	3	5	35	2
81	Navy	11	85	45	10	428	698	127	90	6	167	82	62	29	11	2	2703	3242	2573	729	1530	1031	2081	81	94	1099	204	464	397	1395	500	504	245	87	145	121	82	16	50	40	54	98	39	52	97	12	74	90	203	121	0	0	33	13	10	2	2	221	13	11	25	31	9	1	1	0	59	4	3	2	1	6	1	0	6
82	Texas A&M	11	70	35	20	395	434	140	48	32	77	136	69	33	33	15	2198	2418	1261	679	1780	815	867	140	30	446	189	409	568	572	909	529	175	160	86	64	46	79	234	101	26	173	76	89	33	2	47	80	92	210	3	6	78	29	57	6	3	97	117	41	41	52	18	8	28	25	15	30	35	31	9	11	12	5	4
83	Notre Dame	11	93	47	8	488	773	189	101	18	167	59	58	31	4	2	2743	3787	3057	708	2109	1478	2356	155	116	1051	120	407	539	1402	382	510	345	64	160	111	116	72	173	141	150	133	12	24	41	13	164	107	236	41	8	1	65	10	11	13	0	164	13	13	46	12	2	9	2	0	49	5	1	3	0	6	1	0	6
84	Texas ElPaso	11	51	24	31	373	280	82	13	8	46	198	81	8	15	56	2025	1735	617	775	1053	531	249	57	0	293	287	468	548	338	1648	613	113	193	42	52	65	35	57	9	38	33	36	20	67	22	89	42	46	158	0	1	26	24	53	3	0	29	489	126	15	7	8	0	1	5	7	18	42	0	0	0	0	70	12
85	Oklahoma	11	66	34	21	352	372	111	40	37	73	144	78	35	30	17	2224	1944	1001	617	1374	575	578	85	16	417	240	422	443	459	948	489	135	161	89	38	41	105	203	121	17	157	82	75	49	18	13	99	133	176	5	1	87	14	76	2	3	84	131	48	29	32	23	16	36	36	37	46	34	25	3	6	15	6	4
86	Toledo	9	61	23	13	381	301	137	23	24	63	107	41	16	10	10	1965	1794	901	664	1803	703	435	143	8	364	178	277	552	313	674	307	194	147	43	66	56	70	159	61	50	81	22	20	37	3	91	55	41	62	1	0	83	45	57	2	0	43	108	28	25	23	6	11	15	14	12	21	12	6	1	0	0	5	7
87	Tulane	11	66	35	20	429	445	132	51	18	66	147	68	16	26	20	2215	2642	1274	743	1703	900	983	115	38	411	230	449	666	556	1128	539	177	176	85	90	61	63	131	60	35	103	67	81	52	0	90	58	47	227	3	3	39	23	49	2	5	75	198	60	13	22	6	0	12	8	0	15	20	12	3	8	24	8	5
88	Mississippi	11	68	36	19	397	446	137	52	28	72	122	70	28	28	15	2220	2489	1286	704	1703	944	949	121	35	458	168	387	520	545	841	558	208	132	96	73	67	81	169	103	43	125	71	84	15	1	43	76	88	145	0	1	80	32	62	0	0	69	125	48	36	24	12	8	16	16	14	28	28	36	9	8	12	5	10
89	Tulsa	12	60	36	30	421	461	101	46	5	70	183	104	3	14	56	2353	2756	1186	863	1381	906	972	81	27	433	244	609	642	679	1566	909	160	174	133	76	59	17	23	13	30	8	26	40	62	0	75	23	9	159	0	0	23	25	34	0	0	85	468	182	4	2	1	1	1	1	0	18	42	0	0	0	0	70	12
90	North Carolina	11	52	27	28	340	352	84	25	7	73	148	84	3	0	56	1974	1845	826	681	1065	659	520	50	8	426	175	409	491	678	1300	805	178	130	84	40	40	17	41	28	37	10	0	0	7	0	37	28	9	0	0	0	41	22	35	0	0	112	426	168	0	0	0	2	0	0	0	18	0	0	0	0	0	70	1
91	Utah State	9	62	24	12	370	323	129	24	24	85	103	46	11	4	10	1940	1729	974	619	1493	612	437	97	8	416	199	334	555	488	828	355	232	157	50	31	76	58	176	69	67	67	4	12	31	11	108	41	48	41	7	6	102	14	56	3	0	90	126	34	13	12	0	8	11	3	15	6	6	0	0	0	0	5	6
92	Army	11	67	35	20	420	438	124	43	15	68	158	80	22	26	16	2415	2535	1281	732	1606	797	788	103	22	445	302	612	624	546	1205	600	152	183	85	56	49	56	96	58	16	154	95	83	70	24	65	72	95	196	3	1	36	19	40	2	3	82	169	56	18	12	14	3	1	13	2	4	12	19	5	16	22	4	5
93	Cincinnati	11	72	37	18	451	507	152	53	17	81	129	78	25	18	16	2455	2969	1581	806	1874	1046	1076	136	34	535	203	553	636	714	1011	689	213	147	108	70	85	48	149	65	71	160	62	72	26	17	90	89	109	114	3	4	34	30	14	6	0	82	158	64	22	4	0	0	18	8	7	10	4	18	5	16	22	4	5
94	Air Force	10	55	22	23	445	281	114	7	3	33	186	77	11	1	35	2039	2070	743	801	1736	653	137	123	0	188	358	648	861	222	1548	590	100	260	21	51	71	23	35	9	20	76	5	7	52	42	109	73	49	14	0	0	3	36	14	1	0	18	368	105	18	2	0	0	0	0	1	32	0	1	0	1	0	35	8
95	Rutgers	10	45	18	27	348	199	75	8	5	28	182	46	7	28	38	1677	1362	442	636	1074	382	142	58	0	180	273	309	658	172	1475	321	66	232	15	38	54	12	24	7	22	37	68	26	49	7	47	53	13	277	0	0	24	30	26	0	0	20	317	43	5	14	12	1	1	5	0	25	59	0	1	1	12	35	2
96	Georgia	10	58	25	20	324	281	100	23	23	59	137	49	29	33	15	1924	1493	769	610	1222	478	391	66	7	322	211	289	406	360	942	338	136	160	37	35	43	53	119	46	15	139	83	56	36	2	25	78	56	209	0	0	58	30	53	2	3	69	126	26	31	35	18	9	16	17	14	29	35	36	9	8	12	5	10
97	Louisiana State	10	59	26	19	324	270	115	26	37	48	125	51	31	28	15	1960	1461	657	589	1308	483	316	86	9	260	177	264	378	246	837	337	140	146	45	32	38	98	230	106	35	156	64	56	10	1	33	95	63	139	5	7	78	32	75	5	0	31	126	33	26	38	12	22	19	20	14	32	28	36	9	8	12	5	10
98	Louisiana Lafayette	8	61	22	6	388	317	140	25	14	74	64	27	9	3	1	2225	1883	1078	727	1781	681	486	138	12	488	149	267	524	382	448	202	188	112	32	57	89	52	110	57	73	59	12	13	35	8	78	31	43	35	3	1	39	21	18	6	0	56	15	4	24	6	0	12	2	1	7	1	1	1	0	0	0	0	11
99	Texas	11	64	35	20	384	400	113	48	26	66	126	69	31	33	15	2127	2222	1075	634	1347	686	802	76	30	379	170	377	535	514	912	491	140	134	86	69	75	102	157	90	63	147	78	89	18	2	80	112	93	175	1	0	52	28	52	2	3	56	114	41	32	44	18	8	19	23	14	28	35	31	9	11	12	5	4
100	Marshall	10	57	26	19	332	302	89	26	23	73	135	57	15	16	21	1891	1539	787	604	1082	459	451	45	9	433	187	331	403	485	868	404	148	148	57	53	47	80	131	57	39	61	35	32	49	3	62	57	37	94	0	0	72	52	72	1	0	84	198	56	25	21	9	7	15	19	6	29	23	6	2	2	4	15	7
101	Michigan State	11	67	33	22	432	401	135	42	24	56	159	68	31	35	20	2217	2441	1143	736	1734	770	746	118	24	351	253	439	698	433	1266	509	139	206	73	66	72	85	175	77	47	195	105	91	30	1	80	93	84	253	0	1	47	32	63	2	3	40	189	53	14	22	13	8	11	11	10	22	27	40	10	20	30	5	3
102	Miami Florida	10	57	24	21	375	335	109	22	8	66	138	63	12	0	35	2097	1915	972	705	1452	718	499	103	7	354	208	368	568	524	1064	583	157	143	63	30	57	32	65	16	44	55	0	0	26	0	52	88	35	0	0	0	34	27	46	0	0	90	294	105	8	0	0	0	1	0	1	51	0	0	0	3	0	35	2
103	Missouri	10	59	26	19	353	298	98	26	24	67	127	52	29	26	16	2061	1649	845	648	1231	438	449	68	9	397	182	307	484	472	971	379	112	155	47	33	59	82	132	52	41	145	66	52	14	2	45	106	61	137	3	0	33	27	32	3	0	80	130	36	28	26	12	14	28	26	14	35	26	26	6	10	15	5	4
104	Clemson	10	42	17	28	315	209	64	8	4	40	155	56	3	0	56	1730	1276	464	669	824	399	167	40	0	239	194	284	485	332	1384	505	83	144	28	15	53	12	23	4	59	10	0	0	7	0	66	27	5	0	0	0	21	23	26	0	0	31	447	112	0	0	0	0	1	0	0	18	0	0	0	0	0	70	1
105	Nevada Las Vegas	12	71	42	24	434	569	120	64	12	105	166	108	11	12	36	2377	3037	1651	774	1384	1034	1343	80	45	651	249	674	578	963	1280	929	215	163	180	76	97	41	79	63	81	38	26	36	85	10	109	49	74	128	3	0	57	31	55	0	0	112	348	153	6	15	10	1	1	0	21	20	21	0	0	0	5	35	8
106	Wake Forest	10	39	15	30	309	174	62	6	4	29	167	44	1	14	56	1590	1154	349	613	899	366	119	51	0	191	203	221	547	207	1456	371	68	168	15	31	30	16	20	3	39	4	28	12	35	0	58	10	2	156	0	0	19	19	25	0	0	17	429	70	0	0	1	0	0	4	0	6	42	0	0	0	0	70	1
107	Indiana	11	68	33	22	420	430	124	42	14	75	160	68	31	35	20	2396	2464	1337	795	1563	752	836	85	24	464	264	491	585	651	1276	582	156	197	73	50	71	39	93	43	47	194	109	91	39	1	69	94	84	253	0	0	16	32	13	2	3	88	189	53	14	23	13	5	10	10	10	22	27	40	10	20	30	5	3
108	Oklahoma State	10	61	26	19	354	313	112	26	25	70	132	53	27	24	17	2013	1711	900	635	1349	554	475	74	9	424	185	330	494	469	943	406	166	166	49	56	59	62	144	54	45	138	58	48	23	3	39	81	56	138	0	0	39	29	30	3	0	78	140	39	37	24	12	19	34	30	12	39	24	18	3	9	18	5	4
109	Oregon State	10	49	19	26	297	181	80	7	20	33	140	50	40	31	32	1625	1030	365	521	942	253	87	50	0	202	170	224	496	209	1150	323	80	123	3	33	46	49	118	9	5	192	64	40	15	18	16	125	76	164	7	4	34	18	45	10	3	40	227	52	9	25	12	0	25	11	15	29	12	33	6	33	48	16	9
110	Maryland	11	48	26	29	333	288	78	16	10	43	154	93	9	0	56	1915	1657	566	666	1036	539	294	56	0	264	188	427	519	353	1349	683	100	142	64	41	29	41	60	11	32	39	0	0	1	28	18	39	59	0	0	0	39	18	71	0	0	44	426	168	7	0	0	0	4	0	15	18	0	0	0	0	0	70	1
111	Texas Christian	11	56	27	28	426	355	111	25	8	48	179	84	5	0	56	2249	2371	914	798	1603	866	542	119	8	328	267	485	718	409	1533	758	148	162	84	57	40	47	60	16	41	20	0	0	45	0	104	39	13	0	1	0	22	22	52	0	0	33	507	168	4	0	0	0	2	0	0	30	0	0	0	0	0	70	5
112	California	11	58	29	26	304	322	83	31	27	77	144	66	30	36	32	1790	1486	768	498	898	406	501	51	15	444	180	309	390	602	1049	521	111	109	52	53	36	65	158	65	44	133	78	78	67	1	52	70	56	218	6	7	76	19	67	6	6	111	227	72	15	18	12	5	20	20	0	17	24	30	6	33	48	16	9
113	Alabama Birmingham	10	65	32	13	395	372	130	44	32	58	95	56	27	12	8	2238	2171	1032	706	1509	623	689	101	27	370	165	370	507	387	758	352	131	98	76	75	72	111	236	109	59	189	42	48	33	12	105	85	90	78	10	7	58	10	46	2	0	32	84	32	6	2	0	6	26	4	13	2	0	24	3	16	12	0	5
114	Arkansas	10	53	25	20	325	233	89	22	25	31	132	51	31	32	15	1929	1447	538	610	1136	359	294	58	6	213	194	288	443	148	915	254	71	153	38	33	42	82	128	48	11	147	72	51	16	4	13	98	57	164	3	0	42	33	60	4	3	14	126	30	29	46	21	8	18	20	14	31	31	36	9	8	12	5	10
115	Hawaii	11	54	25	30	401	333	102	21	4	53	189	74	5	14	56	2215	2115	849	823	1419	781	466	101	6	349	263	434	638	453	1619	697	153	188	59	48	54	20	32	7	42	19	27	26	47	0	65	30	12	155	0	0	16	26	29	0	0	56	489	126	12	15	1	0	0	0	1	18	42	0	0	0	0	70	12
