mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	C#orbit-15	C#orbit-16	C#orbit-17	C#orbit-18	C#orbit-19	C#orbit-20	C#orbit-21	C#orbit-22	C#orbit-23	C#orbit-24	C#orbit-25	C#orbit-26	C#orbit-27	C#orbit-28	C#orbit-29	C#orbit-30	C#orbit-31	C#orbit-32	C#orbit-33	C#orbit-34	C#orbit-35	C#orbit-36	C#orbit-37	C#orbit-38	C#orbit-39	C#orbit-40	C#orbit-41	C#orbit-42	C#orbit-43	C#orbit-44	C#orbit-45	C#orbit-46	C#orbit-47	C#orbit-48	C#orbit-49	C#orbit-50	C#orbit-51	C#orbit-52	C#orbit-53	C#orbit-54	C#orbit-55	C#orbit-56	C#orbit-57	C#orbit-58	C#orbit-59	C#orbit-60	C#orbit-61	C#orbit-62	C#orbit-63	C#orbit-64	C#orbit-65	C#orbit-66	C#orbit-67	C#orbit-68	C#orbit-69	C#orbit-70	C#orbit-71	C#orbit-72	cD#class
279	java.awt.im.spi.InputMethodContext	7	1512	12	9	15970	4354	857039	7	65	7813	4266	13	161	13	2	141403	21478	6578	6204598	2280498	2513140	2914	367694033	1	381322	45091	6945	37934	18816	19564	1321	5429221	2422162	5	273	43456	12951	54433	65	1690143	145743	2739	11	11520	0	18113	5044	180	5387	314	7	3876	1822	108	3064	3	16802	1345	1	10722	370	6	96	20	58	876	118	5	33	2	17	1	0	11
280	java.awt.im.spi.InputMethodDescriptor	4	1446	3	3	10705	1462	856661	0	26	7522	2590	2	117	2	0	55415	5094	2012	3831128	2271584	852608	0	368499917	0	354653	17636	1319	22474	6019	5184	43	5423687	1566948	0	112	31525	4256	5331	0	1687723	139362	1218	0	6524	0	13576	2044	50	1258	130	0	1815	199	23	2737	0	16421	0	0	6800	138	1	86	2	3	618	0	0	22	0	0	0	0	11
281	java.awt.image.AffineTransformOp	13	4086	32	46	8553	8767	2403842	20	202	12380	30783	87	4539	118	61	72139	25157	11746	89634	6465216	4774466	4757	1004046328	0	93845	169081	24696	10110	25934	45968	1409	13989074	18363235	46	504	66018	1044	49581	188	476425	1186180	69936	53	90025	24	12543	7305	8342	38769	666	74	686	2357	369	2235655	55	15864	36091	55	8405	3211	106	55	325	113	11700	29644	199	680	50	2349	76	51	12
282	java.awt.image.AreaAveragingScaleFilter	9	3970	9	27	8026	7726	2417198	1	179	12859	15824	15	3926	30	38	63524	11860	57122	76159	6444229	4678988	47	1013049426	0	93484	97856	7941	5367	23173	26781	3795	14632359	9403015	0	583	72890	1993	153731	39	488075	611338	3711	3	48066	3	14471	4989	7339	23102	2250	6	2205	1528	243	2243006	3	17149	20452	8	5176	356	6	523	239	379	11603	15021	36	96	3	1445	36	28	12
283	java.awt.image.BandCombineOp	9	3957	11	25	6854	4116	2411365	4	79	12440	19176	9	4103	47	24	43090	8614	2830	51948	6542866	2393415	192	1010754100	0	91902	75236	344	7147	12713	26634	116	14430097	11606357	4	174	56143	543	21186	41	483681	791434	29589	0	58095	1	9359	5453	3749	19188	269	20	300	859	11	2238995	16	16089	9020	1	5226	1073	0	20	55	37	11573	18162	39	294	24	1698	30	11	12
284	java.awt.image.BandedSampleModel	6	3843	0	15	5584	0	2417077	0	0	12470	11699	0	3758	0	20	18595	0	0	23763	6633272	0	0	1015200071	0	86241	6534	0	3376	0	16651	0	14807258	7168101	0	0	55871	0	0	0	488235	433266	0	0	37097	0	9205	4242	0	0	0	0	0	27	0	2242009	0	16502	12296	0	2731	0	0	0	0	0	11261	11102	0	0	0	1310	0	15	12
285	java.awt.image.BufferStrategy	10	4130	5	40	15444	86	2408802	0	179	13137	27542	6	4592	28	86	78843	1184	57	501938	6430208	622	0	1006306258	0	119158	517787	48	16207	177	37365	0	14158862	16161290	0	36	107670	7097	2409	0	476607	1029527	18974	0	63457	0	23166	20164	54	312	2719	0	317	9890	0	2239966	0	16079	62904	4	25756	220	0	572	240	576	13691	27424	30	376	4	2682	60	112	12
286	java.awt.image.BufferedImage	32	4334	348	148	15124	30372	2350548	2117	1029	13131	91310	1549	5307	991	303	205131	208254	167189	202668	5931669	12360084	122136	967620644	8497	106194	533133	435673	11637	87332	130787	18730	13211281	54256889	8519	3512	106621	19200	253492	11546	475076	1592055	791614	6734	259488	914	24363	23740	32588	75747	12380	718	6117	5506	9709	2189854	3633	15987	216372	1845	19770	20031	1295	2839	1929	1244	14338	89840	2634	2359	92	3368	1440	357	12
287	java.awt.image.BufferedImageFilter	10	4051	23	22	8340	15681	2423199	20	405	12919	12068	44	3950	36	20	75688	26700	85094	76517	6215570	9262820	18749	1015503713	6	93382	88330	20232	6433	47103	20739	4201	14650611	6992315	32	885	68162	2511	420660	973	488202	623388	3914	37	35579	4	14478	4711	14773	26643	7884	17	3732	1248	575	2246920	15	17159	8657	25	5179	606	19	713	464	578	11626	11095	41	135	3	1464	19	9	12
288	java.awt.image.BufferedImageOp	12	268	36	30	48452	1009	4183	48	213	1185	1169	54	172	108	10	115811	14810	9045	28049541	288359	14544	1339	62930	37	670916	3116	1859	143701	2344	16260	763	22380	22374	28	689	14897	135171	4423	191	12798	3552	2347	128	3085	5	53544	111613	204	2709	281	189	2809	474	284	279	100	2421	510	10	3199	244	42	450	189	305	349	135	40	405	85	46	20	0	12
289	java.awt.image.ByteLookupTable	4	3826	0	6	5409	0	2424531	0	0	12523	4098	0	3690	0	4	15982	0	0	20560	6645390	0	0	1019934226	0	85400	4063	0	2966	0	5678	0	14934399	2426020	0	0	55870	0	0	0	489056	349603	0	0	12744	0	9125	4103	0	0	0	0	0	20	0	2248985	0	16580	393	0	2303	0	0	0	0	0	11261	3705	0	0	0	1225	0	1	12
290	java.awt.image.ColorConvertOp	13	4057	33	45	8336	8601	2403116	26	181	12418	30881	82	4420	121	57	70026	23904	8514	85550	6463367	4769861	4758	1003937982	6	91964	158112	24859	9415	25851	47199	967	14085082	18461273	50	459	65993	795	48073	227	478243	1090071	74273	60	91248	16	12572	6753	8001	38670	568	62	478	2201	266	2233489	76	16055	32397	51	8035	2910	108	32	286	102	11670	29721	167	638	50	2142	86	45	12
291	java.awt.image.ColorModel	87	4879	3211	530	26417	144942	2217191	73069	12215	11081	232804	22153	8709	9422	1351	157650	1315592	272050	1374248	4577811	48087876	2455934	881986489	1183957	61197	1300605	4666453	38810	262540	308519	247232	11160001	134650335	503059	6153	49801	209780	878245	535384	391413	2667190	6236470	273906	566703	29738	5573	63813	236832	539259	97122	104829	17061	7939	38749	2100268	121944	9343	717330	37618	55320	124845	18749	11762	36234	33928	13909	221789	37618	43259	2175	11349	15138	1993	12
292	java.awt.image.ComponentColorModel	8	3953	3	25	7220	56	2412875	0	11	12516	19431	3	4081	12	41	49614	1059	169	59200	6587771	281	0	1010786240	0	88482	111607	42	5887	58	29523	12	14461022	11650205	0	12	66735	14	203	0	482821	758506	11453	0	58328	0	12077	5892	22	48	12	0	7	992	2	2240453	0	16341	27802	1	6131	176	0	3	10	0	11541	18904	12	44	0	1762	18	39	12
293	java.awt.image.ComponentSampleModel	7	3837	1	20	5584	0	2413240	0	0	12470	15536	0	3743	5	30	18595	0	0	23763	6627688	0	0	1012786831	0	86241	6534	0	3376	0	22235	0	14794788	9581341	0	0	55871	0	0	0	488235	421567	3837	0	49567	0	9205	4242	0	0	0	0	0	27	0	2238266	0	16502	20158	0	2731	0	0	0	0	0	11261	14845	0	0	0	1290	10	25	12
294	java.awt.image.ConvolveOp	13	4051	34	44	8205	8651	2403140	30	170	12444	30833	82	4394	120	54	67933	24069	7821	75701	6461221	4772962	5078	1003911626	8	91669	160433	24970	9127	26192	45951	851	14113804	18484069	63	437	65974	817	47832	226	478813	1064627	77743	59	91578	12	12571	6687	7990	38706	558	61	474	2229	211	2233537	83	16066	28706	52	7626	2984	106	28	276	108	11701	29589	160	590	50	2105	80	42	12
295	java.awt.image.CropImageFilter	8	3978	9	19	8026	7726	2421160	1	188	12867	11854	15	3945	21	19	63524	11860	57122	76159	6452255	4678988	47	1015462662	0	93484	97856	7941	5367	23173	18755	3795	14649180	6985817	0	583	72890	1993	161457	39	488075	623192	3711	3	35207	3	14471	4989	7339	15376	2420	7	2205	1528	243	2246913	2	17149	8598	8	5176	356	6	532	254	200	11622	11095	21	117	3	1464	15	9	12
296	java.awt.image.DataBuffer	17	3837	81	55	6045	532	2375697	269	0	12416	53230	73	3815	262	76	27235	6756	0	35801	6557471	4403	2452	989010180	582	88362	29844	474	5200	946	75901	88	14529490	33095666	246	0	56208	0	0	0	486568	505843	305274	118	171281	2	9265	5066	305	361	0	0	0	82	0	2202620	828	16278	41649	18	3767	1455	0	0	0	0	11331	51157	232	0	0	1436	301	53	12
297	java.awt.image.DataBufferByte	4	3837	0	6	5452	0	2424631	0	0	12500	4065	0	3723	0	4	16401	0	0	20949	6645876	0	0	1019976017	0	85459	4063	0	3040	0	5663	0	14893250	2384397	0	0	55870	0	0	0	488727	391058	0	0	12567	0	9160	4118	0	0	0	0	0	20	0	2249219	0	16553	393	0	2417	0	0	0	0	0	11258	3672	0	0	0	1258	0	1	12
298	java.awt.image.DataBufferDouble	4	3837	0	6	5452	0	2424631	0	0	12500	4065	0	3723	0	4	16401	0	0	20949	6645876	0	0	1019976017	0	85459	4063	0	3040	0	5663	0	14893250	2384397	0	0	55870	0	0	0	488727	391058	0	0	12567	0	9160	4118	0	0	0	0	0	20	0	2249219	0	16553	393	0	2417	0	0	0	0	0	11258	3672	0	0	0	1258	0	1	12
299	java.awt.image.DataBufferFloat	4	3837	0	6	5452	0	2424631	0	0	12500	4065	0	3723	0	4	16401	0	0	20949	6645876	0	0	1019976017	0	85459	4063	0	3040	0	5663	0	14893250	2384397	0	0	55870	0	0	0	488727	391058	0	0	12567	0	9160	4118	0	0	0	0	0	20	0	2249219	0	16553	393	0	2417	0	0	0	0	0	11258	3672	0	0	0	1258	0	1	12
300	java.awt.image.DataBufferInt	4	3837	0	6	5452	0	2424631	0	0	12500	4065	0	3723	0	4	16401	0	0	20949	6645876	0	0	1019976017	0	85459	4063	0	3040	0	5663	0	14893250	2384397	0	0	55870	0	0	0	488727	391058	0	0	12567	0	9160	4118	0	0	0	0	0	20	0	2249219	0	16553	393	0	2417	0	0	0	0	0	11258	3672	0	0	0	1258	0	1	12
301	java.awt.image.DataBufferShort	4	3837	0	6	5452	0	2424631	0	0	12500	4065	0	3723	0	4	16401	0	0	20949	6645876	0	0	1019976017	0	85459	4063	0	3040	0	5663	0	14893250	2384397	0	0	55870	0	0	0	488727	391058	0	0	12567	0	9160	4118	0	0	0	0	0	20	0	2249219	0	16553	393	0	2417	0	0	0	0	0	11258	3672	0	0	0	1258	0	1	12
302	java.awt.image.DataBufferUShort	4	3837	0	6	5452	0	2424631	0	0	12500	4065	0	3723	0	4	16401	0	0	20949	6645876	0	0	1019976017	0	85459	4063	0	3040	0	5663	0	14893250	2384397	0	0	55870	0	0	0	488727	391058	0	0	12567	0	9160	4118	0	0	0	0	0	20	0	2249219	0	16553	393	0	2417	0	0	0	0	0	11258	3672	0	0	0	1258	0	1	12
303	java.awt.image.DirectColorModel	9	3945	3	33	7220	56	2408938	0	8	12508	23376	3	4056	15	66	49614	1059	169	59200	6580551	281	0	1008381239	0	88482	111607	42	5887	58	36743	12	14444577	14059143	0	12	66735	14	147	0	482821	739075	11453	0	70836	0	12077	5892	22	104	7	0	7	992	2	2236422	0	16341	47233	1	6131	176	0	0	7	8	11516	22960	15	32	0	1721	30	80	12
304	java.awt.image.FilteredImageSource	6	3892	6	9	6650	7560	2425578	0	134	12773	4182	9	3725	6	5	40593	8661	56142	45026	6485038	4682696	0	1019965595	0	91394	7819	584	4479	22635	7672	3749	14919265	2408580	0	579	64428	1055	166428	0	492061	369020	6	0	12997	3	11854	4127	7245	7554	1510	0	2305	289	108	2249073	0	17116	439	2	2512	6	0	416	147	98	11292	3695	9	36	0	1245	0	1	12
305	java.awt.image.ImageConsumer	13	170	45	33	48424	411	3195	85	171	793	1137	59	75	122	20	208612	15630	1255	28471944	174991	8550	502	55793	107	245915	959	1377	149091	1421	61974	165	18978	25947	55	137	22691	163517	1795	44	11144	774	3430	145	5001	0	52927	86057	10	1515	625	253	896	843	94	12	167	1908	805	17	1480	93	34	287	165	450	72	29	71	204	66	40	50	3	12
306	java.awt.image.ImageFilter	14	4006	36	55	8243	12108	2403588	35	329	12890	31584	77	3864	173	79	74104	23704	83018	75309	6217271	6874757	8207	1003470057	16	93163	94804	31518	6195	35403	56495	5175	14579582	18983475	38	864	68183	2364	343597	548	488133	575317	65859	126	99189	5	14503	4726	11006	61904	7066	3	3334	1268	1402	2227683	119	17159	44510	57	5182	600	68	635	360	1242	11596	30181	192	27	120	1389	210	50	12
307	java.awt.image.ImageObserver	45	1219	709	281	133162	16670	18735	7562	10583	2856	8562	1939	3619	3923	766	884994	1504675	57143	68468044	1919583	199571	163844	222021	58060	2216037	40553	29836	330252	20917	508057	21136	53354	116793	17158	4159	22428	1273901	163793	92972	22126	84955	54943	14487	10665	823	142064	620301	22405	65139	94650	84034	27353	2665	3550	34964	36561	3996	26510	1658	16991	17571	553	18284	20316	32610	6585	11972	8776	33203	1179	5649	8611	1129	12
308	java.awt.image.ImageProducer	53	1268	1125	253	158495	27098	19296	14863	12178	3078	7274	4795	3604	3196	572	974535	2237395	56161	83697414	1898331	355973	323249	233007	142075	2268119	34002	93295	402567	31757	466360	39678	57938	102093	50380	8586	22259	2197978	186080	194427	23499	83878	48920	45541	9726	4629	167420	530727	51994	47125	100922	102872	43026	2474	7010	36762	28549	4289	19842	7221	15429	15872	489	22931	26565	25783	7128	9291	6751	32112	593	5286	5880	717	12
309	java.awt.image.ImagingOpException	7	4634	1	20	7940	11	2518679	0	266	10943	13893	0	6684	5	30	53098	57	16	76272	7245708	33	0	1024317125	0	87293	18166	0	7051	4	23906	0	12630574	6964331	0	2	65401	1077	2905	0	181638	2868259	3000	0	33899	0	12882	6640	0	25	34939	0	21	440	0	2603334	0	12460	16410	0	7338	30	0	306	0	269	11892	15026	0	1061	0	5414	10	25	12
310	java.awt.image.IndexColorModel	11	4001	16	39	7755	584	2402220	13	14	12390	30950	24	4224	57	71	60533	6164	6163	68571	6527015	8227	583	1003772330	4	87962	165743	826	7657	681	47984	450	14236869	18634281	18	22	66657	73	268	28	480097	917876	59994	9	93355	0	12589	6399	178	438	13	0	9	1668	18	2230761	43	16248	47533	18	7069	1496	0	3	12	5	11390	30354	84	51	0	1958	75	79	12
311	java.awt.image.Kernel	5	3901	4	6	6004	3723	2426801	0	191	12566	4089	6	3705	0	4	31124	5396	18472	28544	6441414	2193058	0	1020000185	0	85639	11636	3890	4384	11246	5288	22	14919144	2407576	0	84	51071	455	228938	0	488554	368038	0	0	12146	0	9275	4026	3518	0	5758	0	1201	53	199	2249039	0	16578	399	4	2895	0	0	121	187	0	11267	3690	0	0	0	1240	0	1	12
312	java.awt.image.LookupOp	13	4052	34	44	8144	8664	2403147	30	168	12438	30824	82	4400	120	54	67459	23778	8138	73709	6464690	4773025	5116	1003919211	8	91682	156807	24957	9096	26190	46142	873	14106228	18476520	63	421	66159	696	47790	218	478804	1072221	77701	59	91530	12	12571	6690	8002	38697	558	60	464	2052	206	2233546	83	16066	28703	52	7626	3026	106	28	276	102	11695	29583	160	590	50	2111	80	42	12
313	java.awt.image.LookupTable	6	3827	3	12	5641	18	2416931	1	0	12519	11719	0	3699	9	10	18673	494	0	25213	6628040	38	9	1015122651	0	85847	11624	0	3489	34	16278	0	14884023	7233809	0	0	55972	0	0	0	488458	367436	11412	0	37144	0	9243	4216	0	12	0	0	0	53	0	2241686	3	16567	959	0	2895	42	0	0	0	0	11261	11040	0	0	0	1238	9	3	12
314	java.awt.image.MemoryImageSource	7	3979	9	12	7966	7726	2425078	1	197	12906	7908	15	3923	12	7	63188	11860	57122	74053	6463500	4678988	47	1017860200	0	93532	94024	7941	5329	23173	10848	3795	14685529	4584335	0	583	73073	2001	169179	39	488172	611448	3703	3	22355	3	14477	4922	7339	7654	2557	8	2209	1345	243	2250702	1	17157	694	8	5177	352	6	583	269	54	11678	7224	6	87	3	1419	3	2	12
315	java.awt.image.MultiPixelPackedSampleModel	5	3847	0	10	5584	0	2420909	0	0	12480	7862	0	3763	0	10	18595	0	0	23763	6638856	0	0	1017609479	0	86241	6534	0	3376	0	11067	0	14827392	4754861	0	0	55871	0	0	0	488240	437291	0	0	24627	0	9205	4242	0	0	0	0	0	27	0	2245742	0	16502	4434	0	2731	0	0	0	0	0	11281	7359	0	0	0	1310	0	5	12
316	java.awt.image.PackedColorModel	9	3945	3	33	7220	56	2408938	0	8	12508	23376	3	4056	15	66	49614	1059	169	59200	6580551	281	0	1008381239	0	88482	111607	42	5887	58	36743	12	14444577	14059143	0	12	66735	14	147	0	482821	739075	11453	0	70836	0	12077	5892	22	104	7	0	7	992	2	2236422	0	16341	47233	1	6131	176	0	0	7	8	11516	22960	15	32	0	1721	30	80	12
317	java.awt.image.PixelGrabber	8	4036	12	16	8866	7927	2422842	2	236	13104	11689	22	4082	22	10	83886	14382	59312	86288	6414075	4679216	108	1015618273	0	98080	169750	11762	5811	23860	14121	3917	14531517	6845339	1	619	79983	2872	167840	86	489155	761899	10971	4	32291	3	16281	6745	7512	11443	3158	9	2282	1769	318	2249642	4	17464	997	11	7267	793	23	698	307	127	12316	10814	9	244	3	1526	9	3	12
318	java.awt.image.PixelInterleavedSampleModel	6	3843	0	15	5584	0	2417077	0	0	12470	11699	0	3758	0	20	18595	0	0	23763	6633272	0	0	1015200071	0	86241	6534	0	3376	0	16651	0	14807258	7168101	0	0	55871	0	0	0	488235	433266	0	0	37097	0	9205	4242	0	0	0	0	0	27	0	2242009	0	16502	12296	0	2731	0	0	0	0	0	11261	11102	0	0	0	1310	0	15	12
319	java.awt.image.RGBImageFilter	9	3980	13	23	8134	7817	2417301	2	190	12846	15719	28	3962	29	25	64604	13893	57462	77284	6446118	4672514	102	1013073214	0	93516	97912	15618	5458	23398	25046	3876	14610302	9371448	1	584	72900	2033	161354	45	487682	641990	11400	8	47391	6	14517	5071	7400	15384	2420	8	2200	1528	423	2243131	2	17129	12572	19	5501	448	19	532	259	200	11607	14908	31	120	3	1493	24	13	12
320	java.awt.image.Raster	31	4048	313	152	9941	18745	2343116	1918	245	12630	93527	1070	4339	1183	324	95989	99758	23987	102799	6294189	8512070	61491	965485096	8110	94007	270049	286738	8886	57105	152469	7552	13653825	56286241	5269	825	82891	3797	52870	2361	476875	1085049	847643	5282	283618	407	16897	9248	14203	68324	1579	168	1264	2591	2554	2177046	5444	16319	231900	896	11817	14775	949	440	170	730	12108	89673	2644	616	91	1926	1980	393	12
321	java.awt.image.RasterFormatException	7	4634	1	20	7940	11	2518679	0	266	10943	13893	0	6684	5	30	53098	57	16	76272	7245708	33	0	1024317125	0	87293	18166	0	7051	4	23906	0	12630574	6964331	0	2	65401	1077	2905	0	181638	2868259	3000	0	33899	0	12882	6640	0	25	34939	0	21	440	0	2603334	0	12460	16410	0	7338	30	0	306	0	269	11892	15026	0	1061	0	5414	10	25	12
322	java.awt.image.RasterOp	11	167	23	32	43439	354	1213	24	123	632	736	6	167	123	12	90230	4049	2836	25933367	112245	2761	232	7375	15	420426	1183	64	134877	622	9495	116	3657	6380	4	174	1791	87784	974	71	4158	1303	1656	0	1332	1	44141	120670	92	1948	92	102	1042	178	11	264	124	1083	172	0	2192	141	0	228	28	214	338	188	36	449	120	52	30	0	12
323	java.awt.image.RenderedImage	15	2850	53	52	18158	4580	1653761	61	100	11746	31588	195	1766	116	83	95763	59540	8993	6554049	4256539	1691132	3352	699057916	21	301996	152768	30894	37011	17638	63696	3244	10108403	19276529	192	656	57777	29870	7007	427	1801186	657734	103068	191	103802	147	13810	18002	2296	6938	1008	25	1399	2038	238	759118	73	19415	65564	177	28445	2832	68	252	92	195	6328	16044	319	181	0	444	104	73	12
324	java.awt.image.ReplicateScaleFilter	9	3970	9	27	8026	7726	2417198	1	179	12859	15824	15	3926	30	38	63524	11860	57122	76159	6444229	4678988	47	1013049426	0	93484	97856	7941	5367	23173	26781	3795	14632359	9403015	0	583	72890	1993	153731	39	488075	611338	3711	3	48066	3	14471	4989	7339	23102	2250	6	2205	1528	243	2243006	3	17149	20452	8	5176	356	6	523	239	379	11603	15021	36	96	3	1445	36	28	12
325	java.awt.image.RescaleOp	12	4053	25	41	8153	8405	2406940	11	168	12447	27048	59	4397	99	51	67477	20840	7644	73709	6470134	4775902	4255	1006306291	0	91682	156932	16824	9096	25662	40936	839	14129508	16111642	19	421	66159	715	47817	83	478813	1065469	51747	20	79674	12	12571	6707	7848	38602	558	60	470	2052	173	2237197	41	16066	28444	38	7647	2401	76	28	276	102	11704	25947	139	590	50	2106	59	41	12
326	java.awt.image.SampleModel	19	3929	85	86	7598	3458	2373278	204	15	12396	59142	253	4046	327	185	59210	20330	5752	61653	6498532	1477152	2387	986123705	295	87455	125345	31252	8104	9469	92713	2223	14192930	36077089	500	10	66838	211	8405	69	481291	748100	288272	449	184112	124	12559	6808	420	9818	9	2	169	1404	81	2204120	635	16267	134481	207	6686	7437	123	5	7	35	11341	55625	787	50	0	1731	529	227	12
327	java.awt.image.ShortLookupTable	4	3826	0	6	5409	0	2424531	0	0	12523	4098	0	3690	0	4	15982	0	0	20560	6645390	0	0	1019934226	0	85400	4063	0	2966	0	5678	0	14934399	2426020	0	0	55870	0	0	0	489056	349603	0	0	12744	0	9125	4103	0	0	0	0	0	20	0	2248985	0	16580	393	0	2303	0	0	0	0	0	11261	3705	0	0	0	1225	0	1	12
328	java.awt.image.SinglePixelPackedSampleModel	5	3847	0	10	5584	0	2420909	0	0	12480	7862	0	3763	0	10	18595	0	0	23763	6638856	0	0	1017609479	0	86241	6534	0	3376	0	11067	0	14827392	4754861	0	0	55871	0	0	0	488240	437291	0	0	24627	0	9205	4242	0	0	0	0	0	27	0	2245742	0	16502	4434	0	2731	0	0	0	0	0	11281	7359	0	0	0	1310	0	5	12
329	java.awt.image.TileObserver	2	39	0	1	7151	0	303	0	0	168	23	0	8	0	0	28686	0	0	4014181	24867	0	0	1635	0	107224	21	0	24816	0	1592	0	1253	188	0	0	1084	0	0	0	926	101	0	0	43	0	6971	2737	0	0	0	0	0	1	0	7	0	330	0	0	83	0	0	0	0	0	21	0	0	0	0	0	0	0	12
330	java.awt.image.VolatileImage	50	4802	791	434	26412	83164	2337346	8063	9503	11395	117034	3774	8047	6231	1532	155349	381125	77748	1370422	4846758	41644196	583091	956757788	59997	68425	1132876	1368093	40074	188152	256645	224221	12049872	65058127	28500	930	50979	216328	832484	82447	400440	2424871	1031569	30548	255571	2706	5488	69211	85963	606977	76986	73828	15510	7093	10586	2208152	51425	9606	589563	6004	53784	54772	5700	8942	26598	51830	13727	115640	19046	36601	5831	10027	17609	2934	12
331	java.awt.image.WritableRaster	25	4065	175	125	9839	13571	2362265	747	202	12654	74839	513	4373	758	282	92920	70757	19735	100625	6363873	6225580	29000	977198677	2160	94255	283478	158790	8459	41516	121094	5466	13732614	44932209	1638	541	82996	3528	26724	1406	477251	1115237	472812	1937	224561	139	16873	9168	9652	48785	1507	137	927	2642	1436	2195798	2581	16333	204914	409	11600	12074	427	417	103	632	12129	71748	1499	555	73	1964	1426	361	12
332	java.awt.image.WritableRenderedImage	11	2840	17	38	15154	3280	1663821	9	57	11728	21512	39	1747	48	69	80813	21346	4784	5080121	4274377	1674074	620	705609128	2	290672	144220	19161	29233	13268	44716	151	10193177	12797563	10	56	57357	9267	3168	106	1806499	633881	20304	29	67572	0	13466	19690	1735	4141	947	2	558	1954	51	763815	15	19464	52667	53	22986	943	8	230	9	231	6218	11454	59	101	7	460	74	73	12
333	java.awt.image.renderable.ContextualRenderedImageFactory	10	2676	16	29	10821	2972	1660768	7	28	11208	18258	32	1399	43	38	52650	16300	951	3709363	4187670	1664824	295	706813493	0	144607	40722	10550	23266	12058	35659	558	10487848	11444805	9	188	38974	7486	649	47	1808734	319348	25354	23	63060	1	6947	6617	1344	7996	107	2	283	849	90	758536	8	18917	29228	21	14867	652	16	34	6	22	5268	8784	61	47	8	104	34	29	13
334	java.awt.image.renderable.ParameterBlock	11	4059	25	30	7720	13556	2424213	18	387	12339	18184	64	4038	43	40	50770	29072	29615	85289	6416715	7526605	11876	1011960342	4	88464	26879	35659	9089	37676	26473	7905	14480566	11009187	35	170	41632	1190	416753	824	463600	730783	8893	52	54571	8	10003	4934	8243	17039	16807	36	2687	589	1297	2262594	6	16317	27792	58	5202	10313	32	263	266	389	11364	12600	68	333	0	1418	37	30	13
335	java.awt.image.renderable.RenderContext	11	3976	26	29	6808	10573	2411256	19	281	12564	20841	65	3892	47	34	48714	20592	32073	51180	6297345	6011444	9034	1009664675	4	90145	53260	33448	6928	31401	29102	2001	14632499	12742533	34	209	50372	741	307038	410	486430	563913	26725	55	64899	12	9277	4481	7402	17377	5968	32	1759	842	971	2237848	13	16377	20753	54	4081	5667	39	268	269	376	11482	17199	54	138	5	1405	38	22	13
336	java.awt.image.renderable.RenderableImage	11	2672	19	36	14049	387	1655250	11	23	11146	23533	38	1377	62	54	56296	16838	1103	5231269	4181628	3019	357	703476104	1	125890	76666	527	32338	669	43638	400	10489483	14759354	15	121	39318	16114	326	18	1802495	279319	48622	31	79795	8	7873	11808	36	721	9	7	209	1647	48	755232	23	18863	44872	14	20425	565	18	3	23	33	5178	11441	102	41	2	82	74	42	13
337	java.awt.image.renderable.RenderableImageOp	10	3866	10	35	6907	3803	2405815	0	17	12443	23391	17	3783	46	57	33767	9186	4112	73435	6538124	2227804	0	1007873592	0	86480	76756	3837	5663	11312	34132	3777	14700200	14485521	0	64	54735	434	10941	0	486211	458425	23239	0	73566	3	9377	4664	30	11326	10	0	250	1936	46	2234812	0	16483	40214	5	4399	7601	16	9	7	50	11221	18656	60	26	6	1306	73	47	13
338	java.awt.image.renderable.RenderableImageProducer	8	3915	18	10	6744	12874	2423176	13	182	12802	6727	33	3720	3	7	43579	20308	82065	44133	6419979	7792615	11379	1018304999	2	91270	12701	19897	4469	39659	9675	3968	14900898	4072142	24	604	64297	1129	226590	283	492015	371649	148	9	21338	9	11915	4025	10998	1235	1809	0	2501	313	416	2247809	0	17129	3093	21	2582	2440	0	476	189	3	11291	4943	0	12	0	1242	3	2	13
339	java.awt.image.renderable.RenderedImageFactory	4	56	2	4	13718	58	379	0	11	165	52	1	18	2	1	43040	2279	170	8086930	44176	515	0	2266	0	124304	42	7	47694	83	5127	23	1144	282	0	53	1556	6382	187	0	766	139	2	0	78	0	11443	10294	1	56	7	0	129	28	3	0	0	180	12	0	105	2	0	18	4	3	32	1	1	8	0	4	0	0	13
340	java.awt.peer.ButtonPeer	21	2290	109	101	52285	8795	860851	323	3480	8981	23575	292	3235	518	197	450537	98242	50087	23622450	2988122	3255496	14980	357859037	585	1333438	209375	36464	109015	29511	154577	9962	4692861	12570292	795	915	69486	237020	242369	3144	1656197	941707	107020	686	58336	67	43525	123552	2017	63502	51797	9155	10600	976	1260	51781	1198	15813	55789	129	57355	5673	282	5519	8803	3580	6390	4124	1075	13065	178	4906	809	181	14
341	java.awt.peer.CanvasPeer	20	1008	105	85	71034	3709	25302	322	3456	3642	3407	264	2562	396	158	600679	122092	22147	36130662	1429141	46292	13733	441747	585	2129317	18742	7739	160484	6751	188756	3635	112357	58501	784	1114	56668	336689	110225	3225	51367	90684	6349	584	8513	67	85712	166873	1626	11857	50792	9338	12778	684	871	36726	982	7032	7480	105	15300	1857	176	7586	8311	3144	5342	2528	817	10332	13	3710	582	150	14
