mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	cD#class
315	Milan Zorman	18	128	90	63	793	1091	491	203	22	213	831	305	105	221	87	7
316	Robert Meolic	4	14	1	5	90	3	29	0	0	5	27	0	6	2	2	1
317	Aleš Lavrič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
318	Janja Jakončič-Faganel	3	60	0	3	395	0	519	0	0	168	82	0	19	0	1	0
319	Aleš Živkovič	16	135	65	55	668	749	866	115	9	177	1032	218	113	129	98	5
320	Boštjan Marušič	3	1	2	1	0	1	0	0	0	0	1	1	0	0	0	2
321	Tomaž Degen	4	13	0	6	71	0	18	0	0	4	17	0	11	0	4	1
322	Tomaž Dobravec	2	15	1	0	68	15	49	0	0	20	0	0	0	0	0	3
323	Danijel Skočaj	10	78	29	16	408	433	409	27	2	71	223	66	21	19	8	7
324	Aleš Smrdel	2	7	0	1	20	0	20	0	0	1	7	0	0	0	0	3
325	Andrej Štrancar	4	11	4	2	81	22	11	0	0	3	9	4	1	0	0	1
326	Gregor Papa	19	165	141	30	941	2344	950	559	36	224	436	325	59	70	15	1
327	Simon Vavpotič	2	17	0	1	88	0	65	0	0	11	7	0	5	0	0	7
328	Roman Starin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
329	Matjaž B. Jurič	25	135	220	80	822	1784	589	1057	13	177	1204	779	113	331	133	5
330	Tomaž Domajnko	13	165	38	40	764	840	1230	26	4	259	846	152	143	36	72	5
331	Mitja Lenič	22	127	160	71	695	1467	535	556	13	145	944	653	115	226	105	1
332	Roman Zidarič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
333	Neja Zupan	2	11	0	1	33	0	24	0	0	13	7	0	2	0	0	5
334	Janez Jamšek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	Katarina Horvat	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5
336	Damjan Strnad	3	20	1	2	140	8	61	0	0	18	22	0	5	1	0	3
337	Robert Krušec	9	83	13	23	576	171	476	5	5	131	363	29	60	18	32	1
338	Uroš Novak	7	93	9	12	492	174	719	0	2	168	246	18	67	9	8	1
339	Bruno Grohar	2	48	0	1	415	0	478	0	0	83	28	0	10	0	0	1
340	Boštjan Brumen	20	173	118	72	844	1583	872	319	39	196	1210	460	208	247	114	5
341	Vlado Horvat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
342	Marko Vraničar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	Mateja Kunstelj	5	40	3	7	357	64	289	1	8	91	80	0	0	6	3	0
344	Igor Lesjak	1	17	0	0	43	0	116	0	0	20	0	0	0	0	0	7
345	Peter Peer	4	45	2	4	312	31	331	0	0	59	92	1	6	2	1	7
346	Matej Trampuš	5	14	1	9	75	5	11	0	0	12	41	0	5	3	7	1
347	Samo Vehovc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	Janez Žibert	11	39	19	36	231	68	100	13	0	30	276	39	23	54	59	7
349	Roni Leben	2	7	0	1	56	0	14	0	0	7	7	0	0	0	0	1
350	Herman J. P. van Midden	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
351	Matjaž Pančur	8	24	14	14	139	105	64	9	0	17	49	19	7	19	9	1
352	Stanislav Petrinić	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
353	Andrej Korošec	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
354	Robert Vehovec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
355	Simon Beloglavec	9	128	10	26	707	169	1033	3	3	178	559	21	145	19	41	5
356	Patricio Bulić	4	12	4	2	88	21	8	1	0	9	13	2	1	1	0	1
357	Anamarija Leben	5	40	3	7	357	64	289	1	8	91	80	0	0	6	3	5
358	Vasja Kavčič	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5
359	Tamara Bertok Velkavrh	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
360	Slavko Krapež	2	28	0	1	168	0	194	0	0	24	18	0	5	0	0	1
361	Andrej Bregar	4	107	0	6	525	0	1237	0	0	235	139	0	91	0	4	5
362	Vilko Leben	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	5
363	Matej Šprogar	8	102	13	15	745	241	619	4	16	198	281	27	80	12	13	7
364	Andraž Bežek	2	74	0	1	428	0	1172	0	0	169	48	0	13	0	0	7
365	Simon Vrečar	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366	Alenka Baggia	4	11	3	3	61	6	12	1	1	12	17	0	4	3	0	5
367	Andrej Jeromen	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	7
368	Jure Knez	3	31	0	3	211	0	235	0	0	80	52	0	5	0	1	3
369	Boris Petelin	2	17	0	1	88	0	65	0	0	11	7	0	5	0	0	3
370	Matej Gomboši	4	35	0	6	132	0	263	0	0	34	77	0	14	0	4	1
371	Matjaž Jogan	5	44	2	8	217	45	239	0	0	31	111	1	10	4	5	0
372	Aljaž Zrnec	13	57	36	42	528	423	387	31	1	72	229	123	15	57	75	5
373	Franc Rotar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
374	Aleksander Sadikov	13	85	53	25	658	579	505	80	11	125	349	155	35	33	18	7
375	Enis Avdičaušević	8	109	11	17	579	215	794	5	3	199	374	19	84	13	19	1
376	Damijan Rebernak	11	111	23	32	548	364	710	16	7	166	524	52	104	55	42	1
377	Cveto Gregorc	2	12	0	1	195	0	17	0	0	29	8	0	2	0	0	5
378	Aleš Zalokar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	Matjaž Kovač	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
380	Borut Gorenjak	5	25	2	8	239	8	148	0	0	68	86	1	3	4	5	3
381	Aleksander Pivk	4	99	2	4	647	67	1243	0	1	164	176	1	26	2	1	7
382	Izidor Golob	7	124	5	16	649	129	1113	0	4	245	373	6	117	13	16	5
383	Mitja Dečman	3	6	0	3	120	0	3	0	0	0	0	0	6	0	1	0
384	Matej Grom	2	14	0	1	131	0	18	0	0	25	2	0	6	0	0	5
385	Daniel Čeh-Ambruš	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
386	Branko Kaučič	6	63	11	4	327	248	457	6	0	80	53	13	7	0	1	3
387	Samo Zorko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
388	Marjan Seljak	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
389	Boris Banjanin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
390	Matej Kupljen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
391	Davor Bračko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
392	Jure Klemenčič	2	6	0	1	0	0	15	0	0	0	6	0	0	0	0	7
393	Branko Horvat	4	24	0	6	179	0	166	0	0	65	66	0	3	0	4	3
394	Matjaž Bevk	7	64	12	9	492	204	394	8	9	85	130	13	16	10	4	0
395	Boštjan Vesnicer	5	45	1	9	158	15	197	0	0	59	71	0	47	3	7	7
396	Samo Ceferin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	Sebastian Krivograd	5	50	2	8	175	40	371	0	0	51	128	1	16	4	5	1
398	Bogdan Lipuš	2	39	0	1	102	0	357	0	0	46	27	0	6	0	0	1
399	Marko Knez	7	57	8	13	231	160	257	2	3	86	124	14	26	6	13	0
400	Aleš Mihelič	14	50	49	42	418	315	101	64	2	61	283	160	24	76	64	7
401	Aleš Merčun	6	41	2	13	215	22	141	0	1	66	129	1	26	6	13	7
402	Maja Škrjanc	6	102	13	2	721	370	1043	12	30	163	56	8	12	0	0	7
403	Peter Juvan	4	68	0	6	459	0	634	0	0	123	142	0	31	0	4	7
404	Andrej Nussdorfer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
405	Karmen Voda	3	5	1	2	10	0	6	0	0	4	10	0	0	1	0	0
406	Damjan Vavpotič	8	63	10	18	502	124	280	4	1	105	219	17	48	14	21	5
407	Iztok Lebar Bajec	9	9	13	23	22	20	4	6	1	1	30	20	10	33	25	1
408	Damjan Oseli	5	20	1	9	20	5	19	0	1	18	29	0	22	3	7	1
409	Alenka Rožanec	3	46	0	3	371	0	340	0	0	98	58	0	17	0	1	5
410	Branko Ikica	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
411	Ervin Schaff	5	25	2	8	239	8	148	0	0	68	86	1	3	4	5	3
412	Jure Meglič	3	9	2	1	71	11	4	0	0	6	1	1	3	0	0	5
413	Janez Pustatičnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
414	Tadej Glavič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
415	Peter Černe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	Damjan Hodžar	2	7	0	1	10	0	11	0	0	4	5	0	1	0	0	7
417	Darko Škerl	5	40	0	10	168	0	156	0	0	63	98	0	31	0	10	7
418	Janez Brank	4	37	1	5	318	15	243	0	0	53	74	0	11	2	2	7
419	Bernard Ženko	5	47	4	6	342	24	376	1	3	74	124	2	17	5	2	7
420	Urban Primožič	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
421	Peter Korošec	11	114	34	21	705	637	687	46	21	143	385	63	38	42	14	1
422	Gregor Klajnšek	10	56	24	21	265	221	338	22	0	57	259	43	12	40	15	1
423	Mirko Zadravec	5	37	1	9	141	7	247	0	0	26	105	0	18	3	7	1
424	Tomislav Rozman	8	92	9	19	718	141	587	0	9	197	325	18	80	18	20	3
425	Tadej Kokalj	2	6	0	1	0	0	15	0	0	0	6	0	0	0	0	7
426	Borut Batagelj	6	32	11	4	278	87	147	10	0	38	63	4	5	6	0	0
427	Katarina Mele	3	20	1	2	107	18	103	0	0	19	18	0	2	1	0	7
428	Jaka Krivic	3	41	0	3	169	0	272	0	0	25	60	0	11	0	1	7
429	Jurij Mihelič	3	17	0	3	103	0	36	0	0	18	22	0	6	0	1	3
430	Polonca Ferk	1	7	0	0	146	0	13	0	0	8	0	0	0	0	0	5
431	Janez Šinkovec	1	7	0	0	22	0	16	0	0	5	0	0	0	0	0	5
432	Marko Perko	2	41	1	0	243	41	732	0	0	88	0	0	0	0	0	3
433	Bojan Mahkovec	1	1	0	0	41	0	0	0	0	0	0	0	0	0	0	3
434	Miloš Pegan	5	34	2	8	95	1	251	0	0	47	127	1	4	4	5	5
435	Zvonko Kribel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
436	Matej Črepinšek	7	63	11	10	444	136	457	7	4	129	166	12	34	10	6	3
437	Igor Dremelj	1	7	0	0	55	0	0	0	0	21	0	0	0	0	0	1
438	Rok Vodišek	2	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1
439	Leo Zornada	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	Peter Baloh	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
441	Uroš Rajkovič	5	44	3	7	305	38	271	0	0	65	128	3	5	3	4	5
442	Domen Marinčič	9	97	25	11	578	488	821	24	8	142	182	48	45	7	5	7
443	Peter Ljubič	11	140	32	23	953	620	979	42	42	159	510	56	93	50	17	0
444	Urban Velkavrh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
445	Boštjan Kežmah	11	102	29	26	524	356	854	21	6	185	450	79	101	40	25	5
446	Dušan Heric	2	20	0	1	127	0	120	0	0	70	20	0	0	0	0	1
447	Andrej Jazbec	5	17	0	10	17	0	15	0	0	17	30	0	19	0	10	1
448	Boštjan Šumak	6	96	3	12	441	42	970	0	2	219	296	2	69	8	10	5
449	Maja Pušnik	5	93	1	9	433	23	1028	0	2	223	219	0	63	3	7	5
450	Sašo Greiner	7	66	3	18	483	37	436	0	1	109	261	3	48	9	23	1
451	Gregor Leban	6	69	4	11	484	71	585	0	1	111	200	4	36	8	8	0
452	Tomaž Curk	10	54	26	19	460	188	479	28	0	112	258	45	20	34	13	7
453	Uroš Čibej	6	33	5	10	203	53	123	0	0	23	102	6	5	8	6	3
454	Luka Šajn	4	47	2	4	430	30	268	0	4	59	71	1	16	2	1	7
455	Tomaž Kosar	9	68	23	13	466	282	435	27	4	143	190	30	32	20	7	1
456	Jernej Vičič	3	21	2	1	160	38	98	0	0	44	4	1	0	0	0	0
457	Srečo Plevel	3	27	2	1	173	27	146	0	0	23	19	1	4	0	0	0
458	Mitja Luštrek	10	84	30	15	597	374	929	51	7	161	322	26	23	35	8	7
459	Martin Žnidaršič	8	148	5	23	930	132	1289	0	11	188	696	7	93	16	33	7
460	Gregor Polančič	10	100	24	21	568	286	817	21	14	220	420	50	83	29	20	3
461	Katja Harej	6	62	4	11	447	52	487	0	0	177	204	6	27	4	10	5
462	Uroš Kejžar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
463	Miha Volovšek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
464	Matej Fetih	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
465	Gregor Rodič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
466	Vjekoslav Delimar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
467	Smiljan Šinjur	1	27	0	0	60	0	308	0	0	43	0	0	0	0	0	1
468	Marko Poženel	3	21	1	2	301	12	77	0	0	25	28	0	1	1	0	3
469	Rok Ostrovršnik	1	7	0	0	70	0	13	0	0	8	0	0	0	0	0	1
470	Borko Bošković	7	66	3	18	483	37	436	0	1	109	261	3	48	9	23	1
471	Davorka Vilus Vičič	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
472	Tomaž Dular	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
473	Srečko Natek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	Jure Pražnikar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	Andrej Bratko	5	98	3	7	659	110	1045	0	8	145	216	3	25	3	4	0
476	Igor Perko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
477	Matej Mertik	9	84	9	27	681	126	396	4	2	165	414	10	64	31	39	7
478	Gregor Štiglic	9	84	9	27	681	126	396	4	2	165	414	10	64	31	39	0
479	Boris Horvat	1	4	0	0	28	0	0	0	0	6	0	0	0	0	0	0
480	Aleš Videnšek	1	7	0	0	22	0	16	0	0	5	0	0	0	0	0	5
481	Vid Domiter	7	36	10	11	148	44	206	6	1	26	132	10	19	12	7	1
482	Jure Ferlež	4	113	2	4	633	87	1454	0	8	204	176	1	30	2	1	0
483	Simon Rozman	2	51	0	1	344	0	746	0	0	89	37	0	7	0	0	7
484	Tea Tušar	14	114	66	25	785	847	759	151	7	124	539	141	41	57	15	7
485	Matjaž Kljun	2	5	0	1	23	0	2	0	0	4	5	0	0	0	0	0
486	Aida Kamišalić	10	102	17	28	624	364	688	3	10	252	428	43	53	41	33	5
487	Boštjan Žvanut	4	72	5	1	506	167	698	2	4	223	25	2	8	0	0	0
488	Marko Tekavc	2	57	0	1	256	0	651	0	0	163	19	0	19	0	0	5
489	Miha Peternel	1	17	0	0	43	0	116	0	0	20	0	0	0	0	0	7
490	Timotej Globačnik	1	27	0	0	60	0	308	0	0	43	0	0	0	0	0	7
491	Gregor Polanšek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
492	Aljaž Noe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
493	David Batič	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
494	Uroš Jovanovič	5	28	4	6	185	28	107	0	0	18	72	6	6	0	4	3
495	Mateja Verlič	13	93	42	36	738	507	346	23	13	158	441	175	71	43	45	0
496	Marko Hölbl	12	127	32	34	613	642	1078	21	8	301	565	97	87	63	39	5
497	Dejan Lavbič	14	85	46	45	714	732	877	49	4	123	317	167	24	71	77	5
498	Luka Fürst	3	53	2	1	315	70	394	0	0	112	36	1	0	0	0	7
499	Alenka Žerovnik	4	11	1	5	139	3	14	0	0	1	30	0	0	2	2	3
500	Marko Mali	3	28	0	3	179	0	162	0	0	20	36	0	10	0	1	2
501	Igor Rozman	3	28	1	2	136	15	108	0	0	31	35	0	3	1	0	1
502	Igor Jelovčan	1	2	0	0	27	0	0	0	0	1	0	0	0	0	0	0
503	Jani Kleindienst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	Matej Cvikl	1	8	0	0	20	0	26	0	0	2	0	0	0	0	0	0
505	Marjana Pikec	1	28	0	0	224	0	328	0	0	50	0	0	0	0	0	5
506	Aleš Štimec	6	41	8	7	213	112	173	0	0	34	77	16	8	0	4	3
507	Denis Špelič	7	59	9	12	188	134	379	4	1	59	176	9	21	15	7	1
508	Boštjan Pivec	2	31	0	1	75	0	293	0	0	42	21	0	5	0	0	1
509	Andrej Nerat	2	16	0	1	100	0	67	0	0	14	10	0	3	0	0	3
510	Ljupčo Krstov	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
511	Rok Šabjan	5	4	4	6	0	4	0	0	0	0	8	6	2	0	4	1
512	Igor Križnar	5	3	3	7	0	3	0	0	0	0	7	3	1	3	4	1
513	Dragan Vitas	5	3	3	7	0	3	0	0	0	0	7	3	1	3	4	0
514	Igor Verstovšek	5	3	3	7	0	3	0	0	0	0	7	3	1	3	4	1
515	Justin Činkelj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
516	Janez Brezovnik	4	24	0	6	179	0	166	0	0	65	66	0	3	0	4	3
517	Primož Pečar	5	17	0	10	17	0	15	0	0	17	30	0	19	0	10	1
518	Kajetan Dolinar	3	5	1	2	8	2	2	0	1	1	2	0	2	1	0	5
519	Matjaž Depolli	4	47	4	2	357	90	307	0	2	60	33	4	7	0	0	0
520	Joël Plisson	5	79	1	9	599	19	558	0	1	128	221	0	37	3	7	7
521	Mariusz Wegrzyn	2	28	0	1	162	0	183	0	0	24	10	0	9	0	0	0
522	Valentin Gjorgjioski	3	31	1	2	223	3	262	0	1	67	47	0	5	1	0	0
523	Mitja Vardjan	3	3	1	2	6	0	0	0	1	0	0	0	2	1	0	1
524	Gašper Fele-Žorž	1	8	0	0	20	0	26	0	0	2	0	0	0	0	0	3
525	Tadej Zupančič	1	9	0	0	45	0	25	0	0	11	0	0	0	0	0	7
526	Igor Pesek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
527	Matej Perše	1	5	0	0	30	0	6	0	0	4	0	0	0	0	0	1
528	Luka Pavlič	15	121	69	36	726	902	754	111	38	266	554	257	81	50	37	0
529	Rok Istenič	2	20	0	1	127	0	120	0	0	70	20	0	0	0	0	0
530	Vinko Podobnik	4	37	0	6	95	0	284	0	0	47	97	0	7	0	4	5
531	Mitja Kolbe	3	57	2	1	348	62	757	0	0	99	36	1	8	0	0	7
532	Peter Mrak	3	44	1	2	297	24	283	0	1	42	34	0	14	1	0	0
533	Panče Panov	5	35	6	4	306	25	226	4	4	64	85	0	11	6	0	7
534	Gregor Berginc	9	37	22	14	178	170	96	8	0	18	94	63	16	4	9	3
535	Andrej Krevl	3	15	0	3	66	0	24	0	0	10	8	0	11	0	1	0
536	Enes Pašalić	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
537	Živa Rant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538	Kristina Bogataj	3	4	0	3	51	0	0	0	0	1	6	0	1	0	1	0
539	Uroš Goljat	5	52	4	6	256	55	434	0	7	145	97	4	21	4	2	5
540	Andrej Krajnc	7	40	9	12	239	49	336	3	4	115	159	10	12	16	6	5
541	Jan Porekar	4	2	2	4	8	2	0	0	0	1	4	0	0	4	0	1
542	Svetlana Šaljić	3	5	1	2	8	2	2	0	1	1	2	0	2	1	0	5
543	Damir Husejnagić	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
544	Blaž Fortuna	6	60	7	8	456	112	514	3	0	108	134	5	27	9	3	7
545	Bojan Rupnik	4	46	1	5	144	19	315	0	0	51	83	0	18	2	2	1
546	Blaž Repnik	5	40	3	7	100	25	271	0	1	47	111	3	11	3	4	1
547	Peter Holozan	8	49	1	27	233	1	158	0	0	36	272	0	35	6	50	7
548	Matevž Mesojednik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
549	Damijan Žabjek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
550	Petra Kralj Novak	5	66	4	6	539	93	545	1	4	139	117	2	23	5	2	0
551	Ana Šaša	7	164	10	11	858	423	1704	4	7	325	319	14	114	10	7	5
552	Miha Janež	7	13	4	17	27	8	6	0	0	10	46	4	12	12	19	1
553	Matej Guid	5	47	0	10	358	0	399	0	0	107	166	0	11	0	10	7
554	Štefan Furlan	11	40	15	40	429	153	245	0	0	48	213	45	17	45	75	5
555	Katerina Taškova	7	87	11	10	603	203	599	8	11	139	233	9	32	13	5	0
556	Damjan Kovač	1	7	0	0	44	0	19	0	0	2	0	0	0	0	0	5
557	Lan Umek	3	31	0	3	262	0	202	0	0	51	40	0	11	0	1	7
558	Zoran Bosnić	11	85	42	13	609	568	837	85	9	131	222	47	21	29	4	7
559	Miro Romih	7	55	0	21	240	0	206	0	0	36	218	0	56	0	35	7
560	Aleš Zamuda	7	56	11	10	373	121	304	5	3	113	155	15	27	10	5	0
561	Sergeja Sabo	2	38	0	1	341	0	341	0	0	101	20	0	9	0	0	0
562	Jernej Južna	2	10	0	1	48	0	18	0	0	3	6	0	2	0	0	3
563	Milan Verdev	2	48	0	1	384	0	455	0	0	106	28	0	10	0	0	0
564	Stanka Šalamun	1	21	0	0	127	0	139	0	0	71	0	0	0	0	0	0
565	Blaž Novak	3	25	0	3	218	0	177	0	0	36	40	0	5	0	1	7
566	Jure Žabkar	8	73	16	12	529	239	492	14	4	138	220	20	22	14	8	7
567	Martin Možina	10	68	24	21	550	234	480	23	2	118	320	44	27	35	18	7
568	Andrej Sevčnikar	6	41	0	15	450	0	55	0	0	74	175	0	15	0	20	5
569	Janez Franc Vratanar	1	4	0	0	8	0	3	0	0	3	0	0	0	0	0	3
570	Aleš Kumer	8	22	0	28	252	0	27	0	0	22	114	0	20	0	56	5
571	Gregor Štrubelj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
572	Miha Moškon	5	21	0	10	27	0	24	0	0	14	36	0	24	0	10	1
573	Domen Mongus	15	58	78	27	513	497	198	174	1	91	269	237	22	18	26	0
574	Aleš Jurca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
575	Luka Čehovin	3	30	2	1	138	40	140	0	0	31	16	1	2	0	0	7
576	Jana Faganeli	1	8	0	0	20	0	26	0	0	2	0	0	0	0	0	3
577	Erik Štrumbelj	3	33	0	3	276	0	223	0	0	39	44	0	11	0	1	7
578	Uroš Legat	2	28	0	1	162	0	183	0	0	24	10	0	9	0	0	1
579	Vid Podpečan	6	64	6	9	517	86	486	2	2	126	184	4	23	10	4	3
580	Dejan Hrnčič	4	55	2	4	394	52	400	0	0	107	89	1	12	2	1	3
581	Boštjan Grašič	4	78	1	5	442	30	651	0	2	208	136	0	32	2	2	0
582	Miha Štajdohar	2	34	0	1	295	0	243	0	0	65	20	0	7	0	0	7
583	Andrej Ikica	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
584	Kristjan Košič	4	51	3	3	250	32	444	1	3	153	83	0	16	3	0	3
585	Matej Ožek	3	55	0	3	356	0	704	0	0	102	94	0	8	0	1	7
586	Jernej Novak	5	43	2	8	224	32	394	0	2	119	110	1	13	4	5	5
587	Rok Piltaver	3	54	0	3	343	0	706	0	0	84	78	0	15	0	1	7
588	Darko Čerepnalkoski	3	50	0	3	386	0	445	0	0	76	60	0	20	0	1	0
589	Ciril Bohak	1	4	0	0	8	0	3	0	0	3	0	0	0	0	0	3
590	Aleš Frece	3	22	0	3	135	0	154	0	0	77	44	0	0	0	1	0
591	Marko Toplak	5	36	2	8	356	11	186	0	0	51	101	1	16	4	5	7
592	Roland Perko	1	17	0	0	43	0	116	0	0	20	0	0	0	0	0	7
593	Matej Kristan	6	30	11	4	171	81	103	8	0	25	53	9	8	2	1	7
594	Iztok Starc	2	6	0	1	44	0	14	0	0	1	6	0	0	0	0	5
595	Marjana Heričko	1	35	0	0	140	0	472	0	0	123	0	0	0	0	0	5
596	Michael J. Galsworthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
597	Mitja Cerovšek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
598	Bogdan Pogorelc	5	62	3	7	385	43	656	0	0	85	169	3	18	3	4	7
599	David Paš	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	Gianni Franceschini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	Boštjan Kaluža	7	60	10	11	410	108	628	5	1	78	212	13	19	9	8	7
602	Vida Vukašinović	3	41	0	3	366	0	242	0	0	42	42	0	20	0	1	1
603	Tadej Janež	4	51	0	6	363	0	449	0	0	104	113	0	20	0	4	7
604	Lovro Šubelj	8	22	0	28	252	0	27	0	0	22	114	0	20	0	56	5
605	Marina Trkman	1	11	0	0	148	0	44	0	0	11	0	0	0	0	0	5
606	Lan Žagar	3	30	0	3	251	0	200	0	0	52	42	0	9	0	1	7
607	Marcel Križevnik	1	24	0	0	135	0	196	0	0	80	0	0	0	0	0	5
608	Črt Gerlec	6	52	4	11	302	30	378	0	3	139	176	3	24	10	7	5
609	Sandi Pohorec	12	124	33	33	757	659	701	12	22	265	505	124	78	46	38	7
610	Miha Pavlinek	2	36	0	1	159	0	442	0	0	120	32	0	2	0	0	3
611	Katja Kous	2	18	0	1	195	0	42	0	0	55	10	0	4	0	0	5
612	Erik Dovgan	11	93	35	20	661	476	782	41	5	102	382	82	31	28	14	1
613	Dragi Kocev	3	48	0	3	344	0	438	0	0	78	62	0	17	0	1	7
614	Mitja Trampuš	1	23	0	0	161	0	211	0	0	42	0	0	0	0	0	7
615	Iztok Fister	4	65	3	3	461	85	466	0	3	145	72	2	16	2	0	1
616	Gregor Rot	4	27	1	5	251	0	173	0	0	52	69	0	6	2	2	7
617	Matevž Leskovšek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
618	Narvika Bovcon	2	24	0	1	155	0	175	0	0	21	18	0	3	0	0	7
619	Nejc Ilc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
620	Denis Žganec	3	39	0	3	92	0	316	0	0	51	60	0	9	0	1	1
621	Petar Vračar	2	32	0	1	261	0	243	0	0	46	18	0	7	0	0	7
622	Patrik Pucer	1	3	0	0	72	0	2	0	0	1	0	0	0	0	0	0
623	Bojan Bedrač	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
624	Simon Vouk	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
625	Mateja Strnad	3	11	0	3	96	0	20	0	0	0	16	0	3	0	1	7
626	Rolando Radej	1	6	0	0	73	0	11	0	0	4	0	0	0	0	0	5
627	Ambrož Stropnik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
628	Tadej Štajner	2	26	0	1	203	0	197	0	0	40	18	0	4	0	0	7
629	Tadej Justin	4	34	0	6	137	0	119	0	0	62	48	0	27	0	4	7
630	Rok Žontar	4	16	2	4	203	6	10	0	5	25	16	1	8	2	1	5
631	David Jelenc	1	7	0	0	44	0	19	0	0	2	0	0	0	0	0	5
632	Darko Pevec	2	32	0	1	261	0	243	0	0	46	18	0	7	0	0	7
633	Robert Ravnik	2	24	0	1	155	0	175	0	0	21	18	0	3	0	0	7
