mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#flpa	D#louvain	D#markov	D#sbm	cD#class
299	Gregor Molan	0.000000	0.000267	0.000000	0.000000	0.000000	135	110	150	0	7
300	Simon Kolmanič	0.042710	0.001905	0.161097	0.000830	0.500000	7	7	3	12	3
301	Maja Ferle	0.001473	0.000330	0.173697	0.000000	0.000000	30	8	32	0	1
302	Radovan Sernec	0.007364	0.001657	0.004713	0.000013	0.333333	91	18	46	1	0
303	Ljupčo Todorovski	0.226804	0.006344	0.207586	0.010685	0.166008	34	0	5	69	0
304	Vili Podgorelec	0.304860	0.004614	0.184444	0.001971	0.408333	26	1	7	56	0
305	Janez Demšar	0.216495	0.005408	0.202133	0.003003	0.333333	93	5	14	55	7
306	Ivan Gabrijel	0.011782	0.000704	0.152555	0.000000	1.000000	21	12	17	4	1
307	Bor Prihavec	0.020619	0.000914	0.182511	0.000062	0.666667	64	4	16	6	0
308	Damjan Demšar	0.035346	0.001107	0.203002	0.000050	0.800000	34	0	5	14	7
309	Andreja Pucihar	0.067747	0.003082	0.145001	0.000582	0.666667	122	13	40	10	5
310	Uroš Kač	0.042710	0.001398	0.176100	0.000031	0.666667	42	2	20	29	1
311	Iztok Lapanja	0.064801	0.001461	0.130530	0.001264	0.666667	1	14	10	18	1
312	Gregor Lenart	0.036819	0.001638	0.170212	0.005138	0.400000	122	13	40	10	5
313	Arso Savanović	0.014728	0.001777	0.001473	0.000000	0.000000	134	31	151	1	0
314	Milan Zorman	0.298969	0.004837	0.194872	0.002136	0.411765	26	1	7	56	7
315	Robert Meolic	0.048601	0.001474	0.144180	0.000111	0.833333	6	11	19	28	1
316	Aleš Lavrič	0.000000	0.000267	0.000000	0.000000	0.000000	136	111	152	0	5
317	Janja Jakončič-Faganel	0.014728	0.000574	0.177327	0.000000	1.000000	26	1	7	3	0
318	Aleš Živkovič	0.176730	0.002788	0.208633	0.003721	0.458333	28	3	0	33	5
319	Boštjan Marušič	0.027982	0.002940	0.004713	0.000013	0.333333	128	18	153	7	2
320	Tomaž Degen	0.008837	0.000477	0.150337	0.000000	1.000000	31	4	28	6	1
321	Tomaž Dobravec	0.027982	0.001040	0.153975	0.000754	0.000000	0	12	12	13	3
322	Danijel Skočaj	0.108984	0.003898	0.193053	0.004433	0.355556	46	4	9	17	7
323	Aleš Smrdel	0.023564	0.002427	0.138507	0.000000	1.000000	15	4	44	7	3
324	Andrej Štrancar	0.041237	0.001823	0.166445	0.001171	0.333333	33	12	38	22	1
325	Gregor Papa	0.138439	0.004185	0.216553	0.025282	0.175439	0	2	30	36	1
326	Simon Vavpotič	0.007364	0.000545	0.152415	0.000000	1.000000	21	12	17	4	7
327	Roman Starin	0.000000	0.000267	0.000000	0.000000	0.000000	137	112	154	0	7
328	Matjaž B. Jurič	0.553756	0.008626	0.211298	0.013444	0.266667	28	3	0	54	5
329	Tomaž Domajnko	0.245950	0.003550	0.214865	0.012145	0.512821	28	3	0	33	5
330	Mitja Lenič	0.270987	0.004832	0.195102	0.008994	0.307359	29	1	2	53	1
331	Roman Zidarič	0.000000	0.000267	0.000000	0.000000	0.000000	138	113	155	0	2
332	Neja Zupan	0.033873	0.001412	0.147063	0.000000	1.000000	53	0	65	23	5
333	Janez Jamšek	0.000000	0.000267	0.000000	0.000000	0.000000	139	114	156	0	0
334	Katarina Horvat	0.001473	0.001247	0.002209	0.000000	0.000000	77	19	57	0	5
335	Damjan Strnad	0.019146	0.000937	0.143306	0.000006	0.666667	7	7	3	12	3
336	Robert Krušec	0.025037	0.000636	0.179346	0.000388	0.638889	29	1	2	8	1
337	Uroš Novak	0.027982	0.000863	0.178861	0.000801	0.571429	29	1	2	8	1
338	Bruno Grohar	0.002946	0.000342	0.188973	0.000000	1.000000	8	0	27	0	1
339	Boštjan Brumen	0.192931	0.003331	0.191711	0.003348	0.378947	28	1	0	37	5
340	Vlado Horvat	0.000000	0.000267	0.000000	0.000000	0.000000	140	115	157	0	1
341	Marko Vraničar	0.000000	0.000267	0.000000	0.000000	0.000000	141	116	158	0	0
342	Mateja Kunstelj	0.120766	0.002606	0.179248	0.000687	0.700000	19	0	36	35	0
343	Igor Lesjak	0.001473	0.000316	0.148783	0.000000	0.000000	46	4	9	0	7
344	Peter Peer	0.050074	0.001928	0.175168	0.000114	0.666667	64	4	16	17	7
345	Matej Trampuš	0.060383	0.001755	0.154840	0.000050	0.900000	31	4	28	32	1
346	Samo Vehovc	0.000000	0.000267	0.000000	0.000000	0.000000	142	117	159	0	0
347	Janez Žibert	0.122239	0.002513	0.177613	0.000516	0.654545	38	9	4	26	7
348	Roni Leben	0.002946	0.000647	0.148984	0.000000	1.000000	56	2	26	0	1
349	Herman J. P. van Midden	0.000000	0.000267	0.000000	0.000000	0.000000	143	118	160	0	5
350	Matjaž Pančur	0.091311	0.002572	0.161490	0.001065	0.500000	31	4	28	32	1
351	Stanislav Petrinić	0.001473	0.001777	0.001473	0.000000	0.000000	144	32	66	0	5
352	Andrej Korošec	0.001473	0.001777	0.001473	0.000000	0.000000	57	25	53	0	5
353	Robert Vehovec	0.000000	0.000267	0.000000	0.000000	0.000000	145	119	161	0	5
354	Simon Beloglavec	0.116348	0.001822	0.181311	0.000266	0.722222	28	3	0	33	5
355	Patricio Bulić	0.048601	0.001776	0.158019	0.001218	0.333333	23	12	162	25	1
356	Anamarija Leben	0.075110	0.001727	0.179248	0.000687	0.700000	19	0	36	35	5
357	Vasja Kavčič	0.001473	0.001247	0.002209	0.000000	0.000000	77	19	64	0	5
358	Tamara Bertok Velkavrh	0.002946	0.002619	0.002946	0.000004	0.000000	146	22	48	0	5
359	Slavko Krapež	0.008837	0.000573	0.160705	0.000000	1.000000	64	4	16	6	1
360	Andrej Bregar	0.036819	0.000738	0.174706	0.000000	1.000000	28	3	0	19	5
361	Vilko Leben	0.001473	0.000497	0.125338	0.000000	0.000000	27	6	1	0	5
362	Matej Šprogar	0.075110	0.001341	0.164296	0.000260	0.535714	26	1	7	16	7
363	Andraž Bežek	0.017673	0.000746	0.191046	0.000000	1.000000	27	5	1	9	7
364	Simon Vrečar	0.001473	0.001356	0.001964	0.000000	0.000000	146	22	48	0	0
365	Alenka Baggia	0.038292	0.001599	0.147194	0.000006	0.500000	53	0	65	23	5
366	Andrej Jeromen	0.001473	0.000368	0.006284	0.000000	0.000000	5	15	24	0	7
367	Jure Knez	0.004418	0.000397	0.173061	0.000000	1.000000	29	1	2	3	3
368	Boris Petelin	0.004418	0.000436	0.152415	0.000000	1.000000	21	12	17	4	3
369	Matej Gomboši	0.020619	0.001044	0.155276	0.000000	1.000000	7	7	3	12	1
370	Matjaž Jogan	0.039764	0.001630	0.172610	0.000301	0.800000	46	4	9	17	0
371	Aljaž Zrnec	0.073638	0.002049	0.206164	0.004279	0.538462	13	8	6	30	5
372	Franc Rotar	0.000000	0.000267	0.000000	0.000000	0.000000	147	120	163	0	1
373	Aleksander Sadikov	0.088365	0.002578	0.198854	0.001494	0.320513	22	5	13	31	7
374	Enis Avdičaušević	0.120766	0.002081	0.188866	0.002098	0.607143	29	1	2	38	1
375	Damijan Rebernak	0.089838	0.001547	0.182009	0.000473	0.581818	29	1	2	38	1
376	Cveto Gregorc	0.002946	0.000381	0.158930	0.000000	1.000000	28	3	0	5	5
377	Aleš Zalokar	0.000000	0.000267	0.000000	0.000000	0.000000	148	121	164	0	0
378	Matjaž Kovač	0.000000	0.000267	0.000000	0.000000	0.000000	149	122	165	0	3
379	Borut Gorenjak	0.014728	0.000632	0.158549	0.000009	0.800000	29	1	42	8	3
380	Aleksander Pivk	0.022091	0.000874	0.208633	0.000246	0.666667	27	6	1	9	7
381	Izidor Golob	0.097202	0.001759	0.176948	0.000066	0.761905	28	1	0	37	5
382	Mitja Dečman	0.060383	0.001386	0.142811	0.000000	1.000000	19	0	36	35	0
383	Matej Grom	0.002946	0.000326	0.156081	0.000000	1.000000	13	8	6	0	5
384	Daniel Čeh-Ambruš	0.000000	0.000267	0.000000	0.000000	0.000000	150	123	166	0	5
385	Branko Kaučič	0.036819	0.001603	0.196026	0.005235	0.266667	45	11	21	27	3
386	Samo Zorko	0.000000	0.000267	0.000000	0.000000	0.000000	151	124	167	0	3
387	Marjan Seljak	0.001473	0.001777	0.001473	0.000000	0.000000	78	27	58	0	5
388	Boris Banjanin	0.000000	0.000267	0.000000	0.000000	0.000000	152	125	168	0	1
389	Matej Kupljen	0.002946	0.001777	0.001473	0.000000	0.000000	100	29	62	0	1
390	Davor Bračko	0.000000	0.000267	0.000000	0.000000	0.000000	153	126	169	0	5
391	Jure Klemenčič	0.019146	0.001598	0.006733	0.000000	1.000000	5	15	49	22	7
392	Branko Horvat	0.014728	0.000623	0.157718	0.000000	1.000000	29	1	2	8	3
393	Matjaž Bevk	0.036819	0.001314	0.183727	0.000333	0.428571	36	5	11	20	0
394	Boštjan Vesnicer	0.066274	0.001430	0.164296	0.000052	0.900000	38	9	4	26	7
395	Samo Ceferin	0.000000	0.000267	0.000000	0.000000	0.000000	154	127	170	0	0
396	Sebastian Krivograd	0.041237	0.001803	0.174890	0.000397	0.800000	7	7	37	12	1
397	Bogdan Lipuš	0.008837	0.000590	0.160862	0.000000	1.000000	7	7	3	3	1
398	Marko Knez	0.014728	0.000716	0.175820	0.001227	0.619048	38	9	4	4	0
399	Aleš Mihelič	0.069219	0.001931	0.194872	0.004223	0.461538	38	9	4	26	7
400	Aleš Merčun	0.013255	0.000663	0.169688	0.000045	0.866667	38	9	4	4	7
401	Maja Škrjanc	0.029455	0.001228	0.204507	0.007452	0.133333	27	0	1	9	7
402	Peter Juvan	0.036819	0.001076	0.187581	0.000000	1.000000	93	5	14	34	7
403	Andrej Nussdorfer	0.000000	0.000267	0.000000	0.000000	0.000000	155	128	171	0	4
404	Karmen Voda	0.004418	0.001177	0.124442	0.000002	0.666667	3	10	18	1	0
405	Damjan Vavpotič	0.106038	0.002561	0.192828	0.000880	0.642857	13	8	6	30	5
406	Iztok Lebar Bajec	0.134021	0.002665	0.126779	0.001022	0.638889	1	14	10	40	1
407	Damjan Oseli	0.036819	0.000877	0.115899	0.000033	0.900000	1	14	10	18	1
408	Alenka Rožanec	0.026510	0.000785	0.189298	0.000000	1.000000	13	8	6	30	5
409	Branko Ikica	0.007364	0.001777	0.001473	0.000000	0.000000	156	33	172	1	1
410	Ervin Schaff	0.016200	0.000682	0.158549	0.000009	0.800000	29	1	42	8	3
411	Jure Meglič	0.014728	0.001308	0.146998	0.000015	0.333333	79	0	59	1	5
412	Janez Pustatičnik	0.000000	0.000267	0.000000	0.000000	0.000000	157	129	173	0	5
413	Tadej Glavič	0.000000	0.000267	0.000000	0.000000	0.000000	158	130	174	0	1
414	Peter Černe	0.000000	0.000267	0.000000	0.000000	0.000000	159	131	175	0	0
415	Damjan Hodžar	0.002946	0.000816	0.124396	0.000000	1.000000	3	10	18	1	7
416	Darko Škerl	0.007364	0.000475	0.161727	0.000000	1.000000	38	9	4	4	7
417	Janez Brank	0.023564	0.001053	0.169428	0.000052	0.833333	94	0	25	21	7
418	Bernard Ženko	0.047128	0.001406	0.168136	0.000019	0.600000	34	0	5	14	7
419	Urban Primožič	0.001473	0.000993	0.001964	0.000000	0.000000	97	21	47	0	7
420	Peter Korošec	0.141384	0.003950	0.198854	0.002309	0.381818	0	2	30	36	1
421	Gregor Klajnšek	0.038292	0.001809	0.182511	0.002708	0.466667	7	7	3	12	1
422	Mirko Zadravec	0.025037	0.001302	0.155349	0.000001	0.900000	7	7	3	12	1
423	Tomislav Rozman	0.126657	0.001934	0.179833	0.000171	0.678571	28	3	0	43	3
424	Tadej Kokalj	0.020619	0.001704	0.006733	0.000000	1.000000	5	15	24	22	7
425	Borut Batagelj	0.044183	0.001882	0.177708	0.001077	0.266667	64	4	16	17	0
426	Katarina Mele	0.017673	0.000882	0.160006	0.000062	0.666667	46	5	9	6	7
427	Jaka Krivic	0.011782	0.000661	0.168136	0.000000	1.000000	64	4	16	6	7
428	Jurij Mihelič	0.019146	0.000828	0.153262	0.000000	1.000000	0	2	12	13	3
429	Polonca Ferk	0.001473	0.000344	0.166278	0.000000	0.000000	34	0	5	0	5
430	Janez Šinkovec	0.005891	0.000498	0.147129	0.000000	0.000000	45	11	43	2	5
431	Marko Perko	0.010309	0.001409	0.185166	0.002055	0.000000	160	6	176	4	3
432	Bojan Mahkovec	0.008837	0.001294	0.146413	0.000000	0.000000	160	6	177	4	3
433	Miloš Pegan	0.010309	0.000911	0.160006	0.000003	0.800000	7	7	3	3	5
434	Zvonko Kribel	0.000000	0.000267	0.000000	0.000000	0.000000	161	132	178	0	5
435	Matej Črepinšek	0.092784	0.001975	0.177613	0.002097	0.476190	29	1	2	38	3
436	Igor Dremelj	0.001473	0.000315	0.141468	0.000000	0.000000	38	9	4	0	1
437	Rok Vodišek	0.005891	0.001242	0.003927	0.000000	1.000000	91	18	46	1	1
438	Leo Zornada	0.001473	0.001356	0.001964	0.000000	0.000000	146	22	48	0	0
439	Peter Baloh	0.001473	0.001777	0.001473	0.000000	0.000000	162	34	67	0	5
440	Uroš Rajkovič	0.057437	0.001986	0.193504	0.001117	0.700000	8	0	27	23	5
441	Domen Marinčič	0.030928	0.001199	0.201150	0.002717	0.305556	27	6	1	9	7
442	Peter Ljubič	0.073638	0.002241	0.204887	0.001385	0.418182	8	0	5	21	0
443	Urban Velkavrh	0.000000	0.000267	0.000000	0.000000	0.000000	163	133	179	0	7
444	Boštjan Kežmah	0.050074	0.001142	0.175726	0.001599	0.472727	28	3	0	19	5
445	Dušan Heric	0.002946	0.000502	0.152626	0.000000	1.000000	29	1	2	0	1
446	Andrej Jazbec	0.041237	0.000983	0.110297	0.000000	1.000000	1	14	10	18	1
447	Boštjan Šumak	0.119293	0.001867	0.174983	0.000013	0.800000	28	3	0	33	5
448	Maja Pušnik	0.095729	0.001527	0.174798	0.000007	0.900000	28	3	0	33	5
449	Sašo Greiner	0.107511	0.001710	0.176100	0.000057	0.857143	29	1	2	44	1
450	Gregor Leban	0.051546	0.001422	0.191711	0.000110	0.733333	93	5	14	34	0
451	Tomaž Curk	0.095729	0.002754	0.188221	0.000362	0.422222	93	5	14	34	7
452	Uroš Čibej	0.023564	0.001188	0.180618	0.000761	0.666667	51	2	22	11	3
453	Luka Šajn	0.026510	0.001005	0.180717	0.000022	0.666667	36	5	11	20	7
454	Tomaž Kosar	0.088365	0.001890	0.183218	0.004795	0.361111	29	1	2	38	1
455	Jernej Vičič	0.007364	0.000816	0.165281	0.002268	0.333333	38	10	15	4	0
456	Srečo Plevel	0.017673	0.001475	0.178958	0.002055	0.333333	49	2	22	11	0
457	Mitja Luštrek	0.107511	0.003344	0.199093	0.000516	0.333333	27	6	1	24	7
458	Martin Žnidaršič	0.075110	0.002011	0.209426	0.000295	0.821429	8	0	34	39	7
459	Gregor Polančič	0.134021	0.002249	0.176288	0.002106	0.466667	28	3	0	43	3
460	Katja Harej	0.082474	0.001445	0.174983	0.000199	0.733333	28	3	0	43	5
461	Uroš Kejžar	0.000000	0.000267	0.000000	0.000000	0.000000	164	134	180	0	1
462	Miha Volovšek	0.000000	0.000267	0.000000	0.000000	0.000000	165	135	181	0	7
463	Matej Fetih	0.000000	0.000267	0.000000	0.000000	0.000000	166	136	182	0	5
464	Gregor Rodič	0.000000	0.000267	0.000000	0.000000	0.000000	167	137	183	0	5
465	Vjekoslav Delimar	0.000000	0.000267	0.000000	0.000000	0.000000	168	138	184	0	3
466	Smiljan Šinjur	0.005891	0.000488	0.155057	0.000000	0.000000	7	7	37	3	1
467	Marko Poženel	0.023564	0.001227	0.186104	0.000151	0.666667	30	8	32	15	3
468	Rok Ostrovršnik	0.001473	0.000293	0.141892	0.000000	0.000000	66	1	55	0	1
469	Borko Bošković	0.182622	0.002761	0.176100	0.000057	0.857143	29	1	2	44	1
470	Davorka Vilus Vičič	0.001473	0.001777	0.001473	0.000000	0.000000	169	35	68	0	5
471	Tomaž Dular	0.000000	0.000267	0.000000	0.000000	0.000000	170	139	185	0	5
472	Srečko Natek	0.000000	0.000267	0.000000	0.000000	0.000000	171	140	186	0	0
473	Jure Pražnikar	0.000000	0.000267	0.000000	0.000000	0.000000	172	141	187	0	0
474	Andrej Bratko	0.014728	0.000685	0.207978	0.000307	0.700000	27	6	1	9	0
475	Igor Perko	0.000000	0.000267	0.000000	0.000000	0.000000	173	142	188	0	5
476	Matej Mertik	0.053019	0.001098	0.178187	0.000255	0.750000	26	1	7	16	7
477	Gregor Štiglic	0.111929	0.001972	0.178187	0.000255	0.750000	26	1	7	16	0
478	Boris Horvat	0.001473	0.000352	0.142749	0.000000	0.000000	51	2	22	0	0
479	Aleš Videnšek	0.001473	0.000324	0.147129	0.000000	0.000000	45	11	21	0	5
480	Vid Domiter	0.016200	0.001127	0.155495	0.000020	0.523810	7	7	3	12	1
481	Jure Ferlež	0.008837	0.000525	0.206808	0.000332	0.666667	94	6	8	2	0
482	Simon Rozman	0.002946	0.000353	0.189950	0.000000	1.000000	27	6	1	0	7
483	Tea Tušar	0.064801	0.002237	0.216979	0.005111	0.274725	27	6	1	24	7
484	Matjaž Kljun	0.004418	0.000651	0.135058	0.000000	1.000000	38	10	15	4	0
485	Aida Kamišalić	0.038292	0.000999	0.180914	0.000803	0.622222	28	1	0	37	5
486	Boštjan Žvanut	0.013255	0.000871	0.201887	0.002630	0.166667	13	8	6	15	0
487	Marko Tekavc	0.013255	0.000441	0.165861	0.000000	1.000000	28	3	0	5	5
488	Miha Peternel	0.004418	0.000414	0.148783	0.000000	0.000000	46	4	9	6	7
489	Timotej Globačnik	0.001473	0.000322	0.155057	0.000000	0.000000	7	7	3	0	7
490	Gregor Polanšek	0.000000	0.000267	0.000000	0.000000	0.000000	174	143	189	0	2
491	Aljaž Noe	0.000000	0.000267	0.000000	0.000000	0.000000	175	144	190	0	3
492	David Batič	0.001473	0.001777	0.001473	0.000000	0.000000	144	32	66	0	5
493	Uroš Jovanovič	0.020619	0.001413	0.179346	0.002055	0.600000	51	2	22	11	3
494	Mateja Verlič	0.070692	0.001601	0.182915	0.002914	0.461538	26	1	7	16	0
495	Marko Hölbl	0.055965	0.001466	0.182511	0.001837	0.515152	28	1	0	37	5
496	Dejan Lavbič	0.072165	0.001970	0.208502	0.003898	0.494505	13	8	6	30	5
497	Luka Fürst	0.005891	0.000451	0.197430	0.007181	0.333333	46	8	9	6	7
498	Alenka Žerovnik	0.029455	0.001380	0.176948	0.000092	0.833333	45	11	21	27	3
499	Marko Mali	0.007364	0.000462	0.166278	0.000000	1.000000	42	2	20	29	2
500	Igor Rozman	0.016200	0.000956	0.164459	0.000234	0.666667	51	2	30	11	1
501	Igor Jelovčan	0.004418	0.000580	0.142503	0.000000	0.000000	49	2	39	0	0
502	Jani Kleindienst	0.000000	0.000267	0.000000	0.000000	0.000000	176	145	191	0	0
503	Matej Cvikl	0.001473	0.000398	0.138449	0.000000	0.000000	15	4	35	0	0
504	Marjana Pikec	0.001473	0.000308	0.184239	0.000000	0.000000	8	0	34	0	5
505	Aleš Štimec	0.014728	0.000800	0.177137	0.004618	0.466667	46	4	9	6	3
506	Denis Špelič	0.017673	0.001070	0.180225	0.001470	0.571429	7	7	3	12	1
507	Boštjan Pivec	0.004418	0.000496	0.155130	0.000000	1.000000	7	7	3	3	1
508	Andrej Nerat	0.005891	0.000483	0.140805	0.000000	1.000000	7	7	3	3	3
509	Ljupčo Krstov	0.002946	0.001777	0.001473	0.000000	0.000000	10	23	50	0	5
510	Rok Šabjan	0.014728	0.002145	0.008018	0.000026	0.600000	55	16	23	7	1
511	Igor Križnar	0.019146	0.002541	0.008018	0.000011	0.700000	55	16	23	7	1
512	Dragan Vitas	0.017673	0.002400	0.008018	0.000011	0.700000	55	16	23	7	0
513	Igor Verstovšek	0.023564	0.003069	0.008018	0.000011	0.700000	55	16	23	7	1
514	Justin Činkelj	0.000000	0.000267	0.000000	0.000000	0.000000	177	146	192	0	3
515	Janez Brezovnik	0.016200	0.000653	0.157718	0.000000	1.000000	29	1	2	8	3
516	Primož Pečar	0.045655	0.001074	0.110297	0.000000	1.000000	1	14	10	18	1
517	Kajetan Dolinar	0.019146	0.001868	0.124865	0.000682	0.666667	99	13	33	10	5
518	Matjaž Depolli	0.022091	0.001229	0.186523	0.001020	0.333333	51	2	22	11	0
519	Joël Plisson	0.035346	0.001216	0.185999	0.000016	0.900000	8	0	8	21	7
520	Mariusz Wegrzyn	0.013255	0.000618	0.165778	0.000000	1.000000	42	2	20	29	0
521	Valentin Gjorgjioski	0.014728	0.000665	0.165364	0.000001	0.666667	34	0	5	14	0
522	Mitja Vardjan	0.005891	0.000774	0.106055	0.000001	0.666667	99	13	33	10	1
523	Gašper Fele-Žorž	0.001473	0.000398	0.138449	0.000000	0.000000	15	4	35	0	3
524	Tadej Zupančič	0.004418	0.000438	0.138914	0.000000	0.000000	64	4	16	6	7
525	Igor Pesek	0.000000	0.000267	0.000000	0.000000	0.000000	178	147	193	0	7
526	Matej Perše	0.033873	0.001369	0.135834	0.000000	0.000000	46	4	9	17	1
527	Luka Pavlič	0.072165	0.001412	0.183117	0.003544	0.342857	28	1	0	47	0
528	Rok Istenič	0.002946	0.000502	0.152626	0.000000	1.000000	29	1	2	0	0
529	Vinko Podobnik	0.005891	0.000608	0.159929	0.000000	1.000000	7	7	3	3	5
530	Mitja Kolbe	0.007364	0.000482	0.193504	0.001781	0.333333	27	6	1	9	7
531	Peter Mrak	0.020619	0.000811	0.173697	0.000014	0.666667	42	2	20	29	0
532	Panče Panov	0.027982	0.000994	0.165529	0.000010	0.400000	34	0	5	14	7
533	Gregor Berginc	0.027982	0.001091	0.170212	0.002705	0.388889	46	4	9	6	3
534	Andrej Krevl	0.033873	0.001066	0.150269	0.000000	1.000000	31	4	28	32	0
535	Enes Pašalić	0.000000	0.000267	0.000000	0.000000	0.000000	179	148	194	0	0
536	Živa Rant	0.000000	0.000267	0.000000	0.000000	0.000000	180	149	195	0	0
537	Kristina Bogataj	0.025037	0.001258	0.138391	0.000000	1.000000	122	13	40	10	0
538	Uroš Goljat	0.017673	0.000738	0.166027	0.000325	0.600000	28	3	0	5	5
539	Andrej Krajnc	0.017673	0.000855	0.166027	0.000208	0.571429	28	3	0	5	5
540	Jan Porekar	0.032401	0.003096	0.124912	0.000684	0.666667	99	13	33	10	1
541	Svetlana Šaljić	0.008837	0.001030	0.124865	0.000682	0.666667	99	13	33	10	5
542	Damir Husejnagić	0.000000	0.000267	0.000000	0.000000	0.000000	181	150	196	0	5
543	Blaž Fortuna	0.058910	0.002256	0.183320	0.000465	0.533333	94	0	8	21	7
544	Bojan Rupnik	0.007364	0.000616	0.159929	0.000050	0.833333	7	7	3	3	1
545	Blaž Repnik	0.013255	0.000981	0.160006	0.000062	0.700000	7	7	3	3	1
546	Peter Holozan	0.011782	0.000547	0.177327	0.000001	0.964286	38	9	4	4	7
547	Matevž Mesojednik	0.000000	0.000267	0.000000	0.000000	0.000000	182	151	197	0	1
548	Damijan Žabjek	0.000000	0.000267	0.000000	0.000000	0.000000	183	152	198	0	5
549	Petra Kralj Novak	0.039764	0.001324	0.192156	0.000215	0.600000	8	0	8	21	0
550	Ana Šaša	0.030928	0.000773	0.217406	0.005729	0.523810	28	8	0	19	5
551	Miha Janež	0.033873	0.000875	0.126682	0.000797	0.809524	1	14	10	18	1
552	Matej Guid	0.054492	0.001595	0.178379	0.000000	1.000000	22	5	13	31	7
553	Štefan Furlan	0.055965	0.001633	0.192715	0.000624	0.727273	13	8	6	30	5
554	Katerina Taškova	0.044183	0.001386	0.191711	0.000689	0.476190	34	0	5	14	0
555	Damjan Kovač	0.005891	0.000823	0.150748	0.000000	0.000000	75	13	31	10	5
556	Lan Umek	0.010309	0.000525	0.179443	0.000000	1.000000	93	5	14	2	7
557	Zoran Bosnić	0.042710	0.001748	0.198615	0.002999	0.236364	36	5	11	20	7
558	Miro Romih	0.010309	0.000497	0.177137	0.000000	1.000000	38	9	4	4	7
559	Aleš Zamuda	0.092784	0.001618	0.171714	0.001061	0.476190	29	1	2	44	0
560	Sergeja Sabo	0.002946	0.000341	0.177804	0.000000	1.000000	8	0	8	2	0
561	Jernej Južna	0.007364	0.000806	0.150406	0.000000	1.000000	20	10	15	7	3
562	Milan Verdev	0.002946	0.000335	0.180618	0.000000	1.000000	8	0	5	0	0
563	Stanka Šalamun	0.001473	0.000289	0.152555	0.000000	0.000000	29	1	2	0	0
564	Blaž Novak	0.005891	0.000464	0.161648	0.000000	1.000000	94	0	25	2	7
565	Jure Žabkar	0.067747	0.001852	0.192715	0.001928	0.428571	22	5	13	31	7
566	Martin Možina	0.110457	0.003038	0.193958	0.000513	0.466667	22	5	13	31	7
567	Andrej Sevčnikar	0.010309	0.000530	0.163565	0.000000	1.000000	28	1	0	3	5
568	Janez Franc Vratanar	0.001473	0.000376	0.124023	0.000000	0.000000	20	10	15	0	3
569	Aleš Kumer	0.029455	0.001050	0.173606	0.000000	1.000000	13	8	6	15	5
570	Gregor Štrubelj	0.000000	0.000267	0.000000	0.000000	0.000000	184	153	199	0	3
571	Miha Moškon	0.020619	0.000618	0.126585	0.000000	1.000000	1	14	10	18	1
572	Domen Mongus	0.032401	0.002146	0.177327	0.008517	0.257143	7	1	3	3	0
573	Aleš Jurca	0.000000	0.000267	0.000000	0.000000	0.000000	185	154	200	0	5
574	Luka Čehovin	0.004418	0.000415	0.165612	0.000214	0.333333	46	4	9	6	7
575	Jana Faganeli	0.002946	0.000530	0.138449	0.000000	0.000000	15	4	44	0	3
576	Erik Štrumbelj	0.013255	0.000651	0.168307	0.000000	1.000000	36	5	11	20	7
577	Uroš Legat	0.020619	0.000813	0.165778	0.000000	1.000000	42	2	20	29	1
578	Vid Podpečan	0.032401	0.001177	0.186523	0.000198	0.600000	8	0	8	21	3
579	Dejan Hrnčič	0.023564	0.000657	0.193844	0.000964	0.666667	29	1	2	8	3
580	Boštjan Grašič	0.022091	0.000557	0.172520	0.000020	0.833333	26	1	7	16	0
581	Miha Štajdohar	0.005891	0.000394	0.182310	0.000000	1.000000	93	5	14	2	7
582	Andrej Ikica	0.007364	0.001777	0.001473	0.000000	0.000000	156	33	201	1	1
583	Kristjan Košič	0.013255	0.000521	0.165944	0.000009	0.500000	28	3	0	5	3
584	Matej Ožek	0.014728	0.000677	0.190277	0.000000	1.000000	27	6	1	9	7
585	Jernej Novak	0.011782	0.000632	0.165861	0.000194	0.800000	28	3	0	5	5
586	Rok Piltaver	0.008837	0.000513	0.189406	0.000000	1.000000	27	6	1	9	7
587	Darko Čerepnalkoski	0.011782	0.000554	0.167966	0.000000	1.000000	34	0	5	14	0
588	Ciril Bohak	0.001473	0.000376	0.124023	0.000000	0.000000	20	10	15	0	3
589	Aleš Frece	0.011782	0.000620	0.162441	0.000000	1.000000	28	3	0	5	0
590	Marko Toplak	0.023564	0.000862	0.182612	0.000024	0.800000	93	5	14	34	7
591	Roland Perko	0.011782	0.000659	0.148783	0.000000	0.000000	46	4	9	6	7
592	Matej Kristan	0.073638	0.002818	0.168565	0.002358	0.266667	46	4	202	17	7
593	Iztok Starc	0.005891	0.000869	0.150817	0.000000	1.000000	75	13	31	10	5
594	Marjana Heričko	0.001473	0.000286	0.165446	0.000000	0.000000	28	3	0	0	5
595	Michael J. Galsworthy	0.000000	0.000267	0.000000	0.000000	0.000000	186	155	203	0	5
596	Mitja Cerovšek	0.000000	0.000267	0.000000	0.000000	0.000000	187	156	204	0	5
597	Bogdan Pogorelc	0.019146	0.000812	0.191933	0.000075	0.700000	27	6	1	9	7
598	David Paš	0.000000	0.000267	0.000000	0.000000	0.000000	188	157	205	0	0
