mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#louvain	D#infomap	cD#class
293	java.awt.image.ComponentSampleModel	0.004620	0.000409	0.477015	0.000000	0.952381	0	0	12
294	java.awt.image.ConvolveOp	0.008581	0.000592	0.481411	0.000211	0.564103	5	3	12
295	java.awt.image.CropImageFilter	0.005281	0.000397	0.479582	0.000124	0.678571	5	27	12
296	java.awt.image.DataBuffer	0.011221	0.000932	0.478976	0.000019	0.404412	0	0	12
297	java.awt.image.DataBufferByte	0.002640	0.000267	0.476565	0.000000	1.000000	0	0	12
298	java.awt.image.DataBufferDouble	0.002640	0.000267	0.476565	0.000000	1.000000	0	0	12
299	java.awt.image.DataBufferFloat	0.002640	0.000267	0.476565	0.000000	1.000000	0	0	12
300	java.awt.image.DataBufferInt	0.002640	0.000267	0.476565	0.000000	1.000000	0	0	12
301	java.awt.image.DataBufferShort	0.002640	0.000267	0.476565	0.000000	1.000000	0	0	12
302	java.awt.image.DataBufferUShort	0.002640	0.000267	0.476565	0.000000	1.000000	0	0	12
303	java.awt.image.DirectColorModel	0.005941	0.000448	0.479734	0.000000	0.916667	5	3	12
304	java.awt.image.FilteredImageSource	0.003960	0.000329	0.478522	0.000124	0.600000	5	27	12
305	java.awt.image.ImageConsumer	0.008581	0.000618	0.335251	0.000007	0.423077	5	27	12
306	java.awt.image.ImageFilter	0.009241	0.000649	0.480495	0.000147	0.604396	5	27	12
307	java.awt.image.ImageObserver	0.030363	0.001430	0.347159	0.000071	0.283838	2	2	12
308	java.awt.image.ImageProducer	0.034983	0.001757	0.347477	0.000262	0.183599	2	2	12
309	java.awt.image.ImagingOpException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	12
310	java.awt.image.IndexColorModel	0.007921	0.000562	0.480800	0.000007	0.709091	5	3	12
311	java.awt.image.Kernel	0.003300	0.000297	0.477165	0.000015	0.600000	5	0	12
312	java.awt.image.LookupOp	0.008581	0.000595	0.481411	0.000212	0.564103	5	3	12
313	java.awt.image.LookupTable	0.003960	0.000376	0.477165	0.000001	0.800000	0	0	12
314	java.awt.image.MemoryImageSource	0.004620	0.000358	0.479430	0.000124	0.571429	5	27	12
315	java.awt.image.MultiPixelPackedSampleModel	0.003300	0.000308	0.476715	0.000000	1.000000	0	0	12
316	java.awt.image.PackedColorModel	0.005941	0.000448	0.479734	0.000000	0.916667	5	3	12
317	java.awt.image.PixelGrabber	0.005281	0.000387	0.480190	0.000126	0.571429	5	27	12
318	java.awt.image.PixelInterleavedSampleModel	0.003960	0.000358	0.476865	0.000000	1.000000	0	0	12
319	java.awt.image.RGBImageFilter	0.005941	0.000437	0.479734	0.000125	0.638889	5	27	12
320	java.awt.image.Raster	0.021122	0.001388	0.484800	0.000725	0.326882	5	3	12
321	java.awt.image.RasterFormatException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	12
322	java.awt.image.RasterOp	0.007261	0.000512	0.331655	0.000002	0.581818	5	3	12
323	java.awt.image.RenderedImage	0.009901	0.000699	0.481258	0.000292	0.495238	5	3	12
324	java.awt.image.ReplicateScaleFilter	0.005941	0.000439	0.479734	0.000124	0.750000	5	27	12
325	java.awt.image.RescaleOp	0.007921	0.000542	0.481258	0.000207	0.621212	5	3	12
326	java.awt.image.SampleModel	0.012541	0.000910	0.481870	0.000023	0.502924	5	3	12
327	java.awt.image.ShortLookupTable	0.002640	0.000274	0.476565	0.000000	1.000000	0	0	12
328	java.awt.image.SinglePixelPackedSampleModel	0.003300	0.000308	0.476715	0.000000	1.000000	0	0	12
329	java.awt.image.TileObserver	0.001980	0.000216	0.327073	0.000000	1.000000	5	3	12
330	java.awt.image.VolatileImage	0.033663	0.001608	0.491564	0.001015	0.354286	2	2	12
331	java.awt.image.WritableRaster	0.017162	0.001124	0.483871	0.000590	0.416667	5	3	12
332	java.awt.image.WritableRenderedImage	0.007921	0.000590	0.480647	0.000519	0.690909	5	3	12
333	java.awt.image.renderable.ContextualRenderedImageFactory	0.006601	0.000517	0.477767	0.000250	0.644444	5	3	13
334	java.awt.image.renderable.ParameterBlock	0.007261	0.000561	0.478220	0.000398	0.545455	5	3	13
335	java.awt.image.renderable.RenderContext	0.007261	0.000540	0.479430	0.000076	0.527273	5	3	13
336	java.awt.image.renderable.RenderableImage	0.007261	0.000546	0.478673	0.000005	0.654545	5	3	13
337	java.awt.image.renderable.RenderableImageOp	0.006601	0.000507	0.478673	0.000003	0.777778	5	3	13
338	java.awt.image.renderable.RenderableImageProducer	0.005281	0.000421	0.479582	0.000237	0.357143	5	3	13
339	java.awt.image.renderable.RenderedImageFactory	0.002640	0.000262	0.327780	0.000000	0.666667	5	3	13
340	java.awt.peer.ButtonPeer	0.013861	0.000711	0.479430	0.000056	0.480952	2	2	14
341	java.awt.peer.CanvasPeer	0.013201	0.000670	0.349642	0.000009	0.447368	2	2	14
342	java.awt.peer.CheckboxMenuItemPeer	0.001980	0.000228	0.471082	0.000000	1.000000	2	2	14
343	java.awt.peer.CheckboxPeer	0.014521	0.000753	0.479582	0.000064	0.441558	2	2	14
344	java.awt.peer.ChoicePeer	0.013861	0.000711	0.479430	0.000056	0.480952	2	2	14
345	java.awt.peer.ComponentPeer	0.032343	0.001499	0.353807	0.000053	0.531915	2	2	14
346	java.awt.peer.ContainerPeer	0.025083	0.001189	0.351508	0.000021	0.590090	2	2	14
347	java.awt.peer.DesktopPeer	0.001320	0.000190	0.326649	0.000000	1.000000	4	24	14
348	java.awt.peer.DialogPeer	0.016502	0.000841	0.481717	0.000081	0.496667	2	2	14
349	java.awt.peer.FileDialogPeer	0.016502	0.000861	0.481717	0.000075	0.430000	2	2	14
350	java.awt.peer.FontPeer	0.000660	0.000131	0.332018	0.000000	0.000000	2	2	14
351	java.awt.peer.FramePeer	0.015842	0.000809	0.480800	0.000073	0.463768	2	2	14
352	java.awt.peer.KeyboardFocusManagerPeer	0.001320	0.000157	0.337116	0.000000	1.000000	2	2	14
353	java.awt.peer.LabelPeer	0.013861	0.000711	0.479430	0.000056	0.480952	2	2	14
354	java.awt.peer.LightweightPeer	0.013201	0.000670	0.349642	0.000009	0.447368	2	2	14
355	java.awt.peer.ListPeer	0.013861	0.000711	0.479430	0.000056	0.480952	2	2	14
356	java.awt.peer.MenuBarPeer	0.001980	0.000211	0.332602	0.000000	1.000000	2	2	14
357	java.awt.peer.MenuComponentPeer	0.005941	0.000454	0.333333	0.000005	0.527778	2	2	14
358	java.awt.peer.MenuItemPeer	0.003300	0.000332	0.471375	0.000056	0.600000	2	2	14
359	java.awt.peer.MenuPeer	0.003300	0.000314	0.471522	0.000001	0.800000	2	2	14
360	java.awt.peer.MouseInfoPeer	0.001320	0.000158	0.336592	0.000000	1.000000	2	2	14
361	java.awt.peer.PanelPeer	0.013201	0.000676	0.349723	0.000010	0.357895	2	2	14
362	java.awt.peer.PopupMenuPeer	0.003300	0.000292	0.471522	0.000000	0.800000	2	2	14
363	java.awt.peer.RobotPeer	0.000660	0.000129	0.333113	0.000000	0.000000	2	2	14
364	java.awt.peer.ScrollPanePeer	0.013861	0.000722	0.350046	0.000045	0.323810	2	2	14
365	java.awt.peer.ScrollbarPeer	0.013201	0.000670	0.349642	0.000009	0.447368	2	2	14
366	java.awt.peer.SystemTrayPeer	0.000660	0.000129	0.329993	0.000000	0.000000	2	2	14
367	java.awt.peer.TextAreaPeer	0.014521	0.000742	0.479582	0.000064	0.454545	2	2	14
368	java.awt.peer.TextComponentPeer	0.015842	0.000797	0.479886	0.000073	0.525362	2	2	14
369	java.awt.peer.TextFieldPeer	0.014521	0.000742	0.479582	0.000064	0.454545	2	2	14
370	java.awt.peer.TrayIconPeer	0.000660	0.000140	0.468605	0.000000	0.000000	0	0	14
371	java.awt.peer.WindowPeer	0.015182	0.000761	0.350532	0.000011	0.505929	2	2	14
372	java.awt.print.Book	0.003960	0.000413	0.477316	0.000726	0.600000	0	32	15
373	java.awt.print.PageFormat	0.005941	0.000575	0.477918	0.000761	0.500000	0	32	15
374	java.awt.print.Pageable	0.002640	0.000344	0.324481	0.000000	0.833333	0	32	15
375	java.awt.print.Paper	0.003300	0.000313	0.477165	0.000015	0.700000	0	32	15
376	java.awt.print.Printable	0.003300	0.000380	0.331728	0.000019	0.500000	0	32	15
377	java.awt.print.PrinterAbortException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	15
378	java.awt.print.PrinterException	0.005941	0.000463	0.477918	0.000001	0.888889	1	1	15
379	java.awt.print.PrinterGraphics	0.000660	0.000166	0.323303	0.000000	0.000000	0	32	15
380	java.awt.print.PrinterIOException	0.005281	0.000417	0.477466	0.000000	0.928571	1	1	15
381	java.awt.print.PrinterJob	0.004620	0.000554	0.477617	0.002047	0.428571	0	32	15
382	java.beans.AppletInitializer	0.001980	0.000226	0.332748	0.000001	0.333333	10	14	16
383	java.beans.ArrayPersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
384	java.beans.BeanDescriptor	0.005941	0.000529	0.477617	0.000799	0.500000	0	33	16
385	java.beans.BeanInfo	0.004620	0.000456	0.332018	0.000005	0.333333	0	33	16
386	java.beans.Beans	0.003960	0.000372	0.477617	0.000404	0.600000	10	14	16
387	java.beans.BeansAppletContext	0.007261	0.000538	0.482177	0.000491	0.527273	6	5	16
388	java.beans.BeansAppletStub	0.003960	0.000353	0.477015	0.000008	0.733333	6	5	16
389	java.beans.ConstructorProperties	0.002640	0.000269	0.476565	0.000000	1.000000	1	0	16
390	java.beans.Customizer	0.001320	0.000172	0.465295	0.000010	0.000000	0	2	16
391	java.beans.DefaultPersistenceDelegate	0.015842	0.001320	0.479734	0.000033	0.311594	0	7	16
392	java.beans.DesignMode	0.001320	0.000185	0.469767	0.000000	1.000000	10	14	16
393	java.beans.Encoder	0.036964	0.003019	0.484490	0.000522	0.140067	0	7	16
394	java.beans.EnumPersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
395	java.beans.EventHandler	0.003300	0.000328	0.476715	0.000008	0.800000	7	15	16
396	java.beans.EventSetDescriptor	0.003960	0.000358	0.476865	0.000001	0.733333	0	15	16
397	java.beans.ExceptionListener	0.003300	0.000337	0.332310	0.000002	0.100000	0	7	16
398	java.beans.Expression	0.003960	0.000367	0.477015	0.000000	1.000000	0	7	16
399	java.beans.FeatureDescriptor	0.005941	0.000513	0.477617	0.000003	0.666667	0	15	16
400	java.beans.GenericBeanInfo	0.004620	0.000404	0.478976	0.000199	0.809524	0	33	16
401	java.beans.IndexedPropertyChangeEvent	0.002640	0.000264	0.476865	0.000000	1.000000	10	0	16
402	java.beans.IndexedPropertyDescriptor	0.004620	0.000399	0.477165	0.000002	0.714286	0	15	16
403	java.beans.IntrospectionException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	16
404	java.beans.Introspector	0.002640	0.000276	0.476865	0.000199	0.500000	0	33	16
405	java.beans.MetaData	0.003300	0.000322	0.477015	0.000201	0.600000	0	33	16
406	java.beans.MethodDescriptor	0.003960	0.000358	0.476865	0.000001	0.733333	0	15	16
407	java.beans.NameGenerator	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	16
408	java.beans.NullPersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
409	java.beans.ObjectInputStreamWithLoader	0.005281	0.000486	0.477767	0.000654	0.678571	10	38	16
410	java.beans.ParameterDescriptor	0.003300	0.000310	0.476715	0.000001	0.800000	0	0	16
411	java.beans.PersistenceDelegate	0.018482	0.001525	0.480342	0.000046	0.276353	0	7	16
412	java.beans.PrimitivePersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
413	java.beans.PropertyChangeEvent	0.009241	0.000712	0.478976	0.000162	0.428571	10	14	16
414	java.beans.PropertyChangeListener	0.024422	0.001425	0.347397	0.000281	0.135135	2	2	16
415	java.beans.PropertyChangeListenerProxy	0.004620	0.000382	0.481564	0.000218	0.571429	10	14	16
416	java.beans.PropertyChangeSupport	0.003960	0.000335	0.477466	0.000031	0.600000	10	0	16
417	java.beans.PropertyDescriptor	0.005281	0.000448	0.477316	0.000003	0.678571	0	15	16
418	java.beans.PropertyEditor	0.006601	0.000493	0.481105	0.000030	0.533333	2	2	16
419	java.beans.PropertyEditorManager	0.002640	0.000263	0.476715	0.000000	0.833333	0	0	16
420	java.beans.PropertyEditorSupport	0.005281	0.000382	0.481717	0.000030	0.785714	2	2	16
421	java.beans.PropertyVetoException	0.005281	0.000416	0.478069	0.000001	0.821429	1	1	16
422	java.beans.ProxyPersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
423	java.beans.ReflectionUtils	0.003960	0.000377	0.477015	0.000236	0.600000	0	15	16
424	java.beans.SimpleBeanInfo	0.004620	0.000404	0.478976	0.000199	0.809524	0	33	16
425	java.beans.Statement	0.003960	0.000367	0.477015	0.000000	1.000000	0	7	16
426	java.beans.StaticFieldsPersistenceDelegate	0.004620	0.000421	0.477165	0.000001	0.857143	0	7	16
427	java.beans.VetoableChangeListener	0.007921	0.000614	0.333407	0.000035	0.272727	10	14	16
428	java.beans.VetoableChangeListenerProxy	0.004620	0.000393	0.481564	0.000304	0.571429	10	14	16
429	java.beans.VetoableChangeSupport	0.003960	0.000346	0.477466	0.000121	0.600000	10	14	16
430	java.beans.Visibility	0.000660	0.000144	0.324481	0.000000	0.000000	10	14	16
431	java.beans.XMLDecoder	0.003960	0.000360	0.477316	0.000241	0.666667	0	0	16
432	java.beans.XMLEncoder	0.005941	0.000515	0.477918	0.000241	0.638889	0	7	16
433	java.beans.beancontext.BeanContext	0.015182	0.001226	0.480190	0.001996	0.333333	10	14	17
434	java.beans.beancontext.BeanContextChild	0.006601	0.000598	0.471669	0.001372	0.611111	10	14	17
435	java.beans.beancontext.BeanContextChildComponentProxy	0.000660	0.000128	0.336069	0.000000	0.000000	2	2	17
436	java.beans.beancontext.BeanContextChildSupport	0.007921	0.000610	0.479279	0.000422	0.500000	10	14	17
437	java.beans.beancontext.BeanContextContainerProxy	0.000660	0.000128	0.333040	0.000000	0.000000	2	2	17
438	java.beans.beancontext.BeanContextEvent	0.005281	0.000443	0.478220	0.000003	0.714286	10	14	17
439	java.beans.beancontext.BeanContextMembershipEvent	0.005281	0.000438	0.478220	0.000260	0.535714	10	14	17
440	java.beans.beancontext.BeanContextMembershipListener	0.003960	0.000349	0.330353	0.000009	0.400000	10	14	17
441	java.beans.beancontext.BeanContextProxy	0.000660	0.000150	0.320567	0.000000	0.000000	10	14	17
442	java.beans.beancontext.BeanContextServiceAvailableEvent	0.007921	0.000608	0.478824	0.000252	0.654545	10	14	17
443	java.beans.beancontext.BeanContextServiceProvider	0.003960	0.000340	0.468026	0.000000	0.900000	10	14	17
444	java.beans.beancontext.BeanContextServiceProviderBeanInfo	0.001980	0.000233	0.331655	0.000000	0.666667	0	33	17
445	java.beans.beancontext.BeanContextServiceRevokedEvent	0.007921	0.000623	0.478824	0.000646	0.618182	10	14	17
446	java.beans.beancontext.BeanContextServiceRevokedListener	0.003300	0.000313	0.329778	0.000027	0.600000	10	14	17
447	java.beans.beancontext.BeanContextServices	0.013861	0.001013	0.480495	0.001143	0.385621	10	14	17
448	java.beans.beancontext.BeanContextServicesListener	0.003960	0.000364	0.327638	0.000001	0.666667	10	14	17
449	java.beans.beancontext.BeanContextServicesSupport	0.015182	0.001094	0.481717	0.001198	0.363636	10	14	17
450	java.beans.beancontext.BeanContextSupport	0.013861	0.000982	0.481564	0.000493	0.390476	10	14	17
451	java.beans.java_awt_BorderLayout_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
452	java.beans.java_awt_CardLayout_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
453	java.beans.java_awt_Choice_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
454	java.beans.java_awt_Component_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
455	java.beans.java_awt_Container_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
456	java.beans.java_awt_Dimension_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
457	java.beans.java_awt_GridBagConstraints_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
458	java.beans.java_awt_GridBagLayout_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
459	java.beans.java_awt_Insets_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
460	java.beans.java_awt_List_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
461	java.beans.java_awt_MenuBar_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
462	java.beans.java_awt_MenuShortcut_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
463	java.beans.java_awt_Menu_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
464	java.beans.java_awt_Point_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
465	java.beans.java_awt_Rectangle_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
466	java.beans.java_awt_SystemColor_PersistenceDelegate	0.003300	0.000318	0.476865	0.000000	1.000000	0	7	16
467	java.beans.java_awt_font_TextAttribute_PersistenceDelegate	0.003300	0.000318	0.476865	0.000000	1.000000	0	7	16
468	java.beans.java_beans_beancontext_BeanContextSupport_PersistenceDelegate	0.003300	0.000318	0.476865	0.000000	1.000000	0	7	16
469	java.beans.java_lang_Class_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
470	java.beans.java_lang_String_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
471	java.beans.java_lang_reflect_Field_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
472	java.beans.java_lang_reflect_Method_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
473	java.beans.java_util_AbstractCollection_PersistenceDelegate	0.003300	0.000318	0.476865	0.000000	1.000000	0	7	16
474	java.beans.java_util_AbstractList_PersistenceDelegate	0.003300	0.000319	0.476865	0.000000	1.000000	0	7	16
475	java.beans.java_util_AbstractMap_PersistenceDelegate	0.003300	0.000318	0.476865	0.000000	1.000000	0	7	16
476	java.beans.java_util_Collection_PersistenceDelegate	0.004620	0.000421	0.477165	0.000001	0.857143	0	7	16
477	java.beans.java_util_Collections	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
478	java.beans.java_util_Hashtable_PersistenceDelegate	0.003300	0.000318	0.476865	0.000000	1.000000	0	7	16
479	java.beans.java_util_List_PersistenceDelegate	0.003960	0.000367	0.477015	0.000000	0.933333	0	7	16
480	java.beans.java_util_Map_PersistenceDelegate	0.004620	0.000421	0.477165	0.000001	0.857143	0	7	16
481	java.beans.javax_swing_Box_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
482	java.beans.javax_swing_DefaultComboBoxModel_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
483	java.beans.javax_swing_DefaultListModel_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
484	java.beans.javax_swing_JFrame_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
485	java.beans.javax_swing_JMenu_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
486	java.beans.javax_swing_JTabbedPane_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
487	java.beans.javax_swing_ToolTipManager_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
488	java.beans.javax_swing_border_MatteBorder_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
489	java.beans.javax_swing_tree_DefaultMutableTreeNode_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
490	java.beans.sun_swing_PrintColorUIResource_PersistenceDelegate	0.003300	0.000313	0.476865	0.000000	1.000000	0	7	16
491	java.io.Bits	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	18
492	java.io.BufferedInputStream	0.003300	0.000308	0.477015	0.000000	1.000000	0	5	18
493	java.io.BufferedOutputStream	0.003300	0.000309	0.477165	0.000000	1.000000	0	5	18
494	java.io.BufferedReader	0.003960	0.000351	0.477316	0.000000	1.000000	4	8	18
495	java.io.BufferedWriter	0.003960	0.000342	0.477316	0.000035	0.666667	4	8	18
496	java.io.ByteArrayInputStream	0.002640	0.000261	0.476865	0.000000	1.000000	6	0	18
497	java.io.ByteArrayOutputStream	0.002640	0.000262	0.477015	0.000000	1.000000	6	0	18
498	java.io.CharArrayReader	0.003300	0.000301	0.477165	0.000000	1.000000	4	8	18
499	java.io.CharArrayWriter	0.003960	0.000342	0.477316	0.000035	0.666667	4	8	18
500	java.io.CharConversionException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	18
501	java.io.Closeable	0.005281	0.000454	0.360029	0.000045	0.107143	4	5	18
502	java.io.Console	0.004620	0.000402	0.477767	0.000305	0.571429	4	40	18
503	java.io.DataInput	0.003300	0.000344	0.469767	0.000002	0.400000	0	43	18
504	java.io.DataInputStream	0.003960	0.000367	0.477165	0.000006	0.733333	0	5	18
505	java.io.DataOutput	0.003300	0.000344	0.469767	0.000002	0.400000	0	43	18
506	java.io.DataOutputStream	0.003960	0.000367	0.477316	0.000006	0.733333	0	5	18
507	java.io.DeleteOnExitHook	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	18
508	java.io.EOFException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	18
509	java.io.ExpiringCache	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	18
510	java.io.Externalizable	0.003960	0.000374	0.342450	0.000002	0.400000	7	10	18
511	java.io.File	0.018482	0.001456	0.483716	0.002114	0.218462	4	24	18
512	java.io.FileDescriptor	0.009241	0.000775	0.478522	0.000013	0.439560	9	20	18
513	java.io.FileFilter	0.001320	0.000187	0.326087	0.000000	0.000000	4	24	18
514	java.io.FileInputStream	0.005281	0.000450	0.478522	0.000003	0.714286	9	20	18
515	java.io.FileNotFoundException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	18
516	java.io.FileOutputStream	0.005281	0.000451	0.478673	0.000004	0.714286	9	20	18
517	java.io.FilePermission	0.003960	0.000344	0.477015	0.000000	0.933333	0	11	18
518	java.io.FilePermissionCollection	0.004620	0.000384	0.477165	0.000001	0.761905	0	11	18
519	java.io.FileReader	0.004620	0.000396	0.477617	0.000002	0.761905	4	8	18
520	java.io.FileSystem	0.002640	0.000265	0.476865	0.000000	1.000000	4	24	18
521	java.io.FileWriter	0.005941	0.000477	0.478069	0.000040	0.611111	4	8	18
522	java.io.FilenameFilter	0.003300	0.000286	0.472404	0.000002	0.500000	2	24	18
523	java.io.FilterInputStream	0.007921	0.000675	0.478220	0.000005	0.575758	0	5	18
524	java.io.FilterOutputStream	0.007261	0.000609	0.478371	0.000004	0.618182	0	5	18
525	java.io.FilterReader	0.003960	0.000351	0.477316	0.000000	1.000000	4	8	18
526	java.io.FilterWriter	0.003960	0.000342	0.477316	0.000035	0.666667	4	8	18
527	java.io.Flushable	0.002640	0.000279	0.329491	0.000001	0.166667	4	5	18
528	java.io.IOError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	18
529	java.io.IOException	0.020462	0.001450	0.481870	0.000058	0.335484	1	1	18
530	java.io.InputStream	0.050825	0.003611	0.493485	0.001280	0.101754	6	5	18
531	java.io.InputStreamReader	0.005941	0.000474	0.477918	0.000002	0.722222	4	8	18
532	java.io.InterruptedIOException	0.005281	0.000419	0.477466	0.000000	0.928571	1	1	18
533	java.io.InvalidClassException	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	18
534	java.io.InvalidObjectException	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	18
535	java.io.LineNumberInputStream	0.003300	0.000308	0.477015	0.000000	1.000000	0	5	18
536	java.io.LineNumberReader	0.003960	0.000351	0.477316	0.000000	1.000000	4	8	18
537	java.io.NotActiveException	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	18
538	java.io.NotSerializableException	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	18
539	java.io.ObjectInput	0.007261	0.000645	0.477918	0.000554	0.363636	7	10	18
540	java.io.ObjectInputStream	0.007261	0.000645	0.479430	0.001114	0.490909	10	38	18
541	java.io.ObjectInputValidation	0.001320	0.000200	0.324272	0.000000	1.000000	10	38	18
542	java.io.ObjectOutput	0.007261	0.000643	0.477767	0.000550	0.363636	7	10	18
543	java.io.ObjectOutputStream	0.005941	0.000510	0.479127	0.000446	0.527778	10	38	18
544	java.io.ObjectStreamClass	0.003300	0.000313	0.476865	0.000000	0.800000	0	0	18
545	java.io.ObjectStreamConstants	0.001980	0.000245	0.324759	0.000000	0.666667	10	38	18
546	java.io.ObjectStreamException	0.009241	0.000691	0.478371	0.000003	0.681319	1	1	18
547	java.io.ObjectStreamField	0.003300	0.000316	0.476715	0.000000	0.800000	0	0	18
548	java.io.OptionalDataException	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	18
549	java.io.OutputStream	0.035644	0.002609	0.487766	0.001115	0.125786	6	5	18
550	java.io.OutputStreamWriter	0.006601	0.000512	0.478069	0.000039	0.600000	4	8	18
551	java.io.PipedInputStream	0.003960	0.000364	0.477015	0.000000	0.900000	6	48	18
552	java.io.PipedOutputStream	0.003960	0.000365	0.477165	0.000000	0.900000	6	48	18
553	java.io.PipedReader	0.004620	0.000394	0.477316	0.000000	0.866667	4	8	18
554	java.io.PipedWriter	0.005281	0.000438	0.477466	0.000036	0.619048	4	8	18
555	java.io.PrintStream	0.185479	0.012319	0.532139	0.007752	0.036248	1	1	18
556	java.io.PrintWriter	0.180858	0.011996	0.529535	0.006747	0.037245	1	1	18
557	java.io.PushbackInputStream	0.003300	0.000308	0.477015	0.000000	1.000000	0	5	18
558	java.io.PushbackReader	0.003960	0.000351	0.477316	0.000000	1.000000	4	8	18
559	java.io.RandomAccessFile	0.005941	0.000524	0.478673	0.000148	0.388889	4	43	18
560	java.io.Reader	0.019802	0.001432	0.482024	0.000657	0.234483	4	8	18
561	java.io.SequenceInputStream	0.003300	0.000301	0.477015	0.000001	0.700000	6	0	18
562	java.io.Serializable	0.102310	0.006979	0.509244	0.003845	0.035610	0	0	18
563	java.io.SerializablePermission	0.006601	0.000569	0.477767	0.000437	0.600000	10	38	18
564	java.io.StreamCorruptedException	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	18
565	java.io.StreamTokenizer	0.003300	0.000301	0.477165	0.000000	0.900000	4	0	18
566	java.io.StringBufferInputStream	0.002640	0.000261	0.476865	0.000000	1.000000	6	0	18
567	java.io.StringReader	0.003300	0.000301	0.477165	0.000000	1.000000	4	8	18
568	java.io.StringWriter	0.004620	0.000383	0.477466	0.000035	0.714286	4	8	18
569	java.io.SyncFailedException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	18
570	java.io.UTFDataFormatException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	18
571	java.io.UnsupportedEncodingException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	18
572	java.io.WriteAbortedException	0.005281	0.000414	0.477767	0.000000	0.928571	1	1	18
573	java.io.Writer	0.014521	0.001060	0.480190	0.000527	0.294372	4	8	18
574	java.lang.AbstractMethodError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
575	java.lang.AbstractStringBuilder	0.005281	0.000427	0.477165	0.000035	0.761905	4	8	19
