mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#flpa	D#louvain	D#markov	D#sbm	cD#class
284	Stig Eide Sivertsen	0.016901	0.001982	0.145362	0.092100	0.231884	67	7	46	27	1
285	Terje Roll Danielsen	0.005634	0.000640	0.124520	0.000000	1.000000	65	7	46	27	1
286	Anne Carine Tanum	0.006338	0.001107	0.100490	0.004208	0.444444	68	12	37	18	2
287	Bent Pedersen	0.003521	0.000658	0.086161	0.000000	1.000000	68	12	37	18	1
288	Bente Gudveig Brevik	0.003521	0.000658	0.086161	0.000000	1.000000	68	12	37	18	2
289	Berit Svendsen	0.005634	0.000928	0.120282	0.007540	0.428571	69	12	37	18	2
290	Bjørn Sund	0.003521	0.000658	0.086161	0.000000	1.000000	68	12	37	18	1
291	Gunilla Kristina Åstrand Berg	0.003521	0.000658	0.086161	0.000000	1.000000	68	12	37	18	2
292	Jarle Bergo	0.002817	0.000538	0.100392	0.000000	1.000000	69	12	37	18	1
293	Kai Nyland	0.002817	0.000538	0.100392	0.000000	1.000000	69	12	37	18	1
294	Tore Olaf Rimmereid	0.003521	0.000658	0.086161	0.000000	1.000000	68	12	37	18	1
295	Torill Rambjør	0.002817	0.000538	0.100392	0.000000	1.000000	69	12	37	18	2
296	Anne Cathrine Fodstad	0.002817	0.000608	0.061922	0.000000	1.000000	70	5	99	3	2
297	Finn Olav Berglie	0.002817	0.000608	0.061922	0.000000	1.000000	70	5	99	3	1
298	Gudleik Njå	0.002817	0.000608	0.061922	0.000000	1.000000	70	5	99	3	2
299	Oddvar Fodstad	0.002817	0.000608	0.061922	0.000000	1.000000	70	5	99	3	1
300	Anne Catrine Kleive-Mathisen	0.002817	0.000585	0.088011	0.000000	1.000000	71	2	103	2	2
301	Eivind Bøe	0.002817	0.000585	0.088011	0.000000	1.000000	71	2	103	2	1
302	Ellen Merete Kruse Brække	0.002817	0.000585	0.088011	0.000000	1.000000	71	2	103	2	2
303	Fritz Thorkil Rieber	0.005634	0.000990	0.103037	0.003371	0.428571	71	2	103	2	1
304	Roy Widar Furulund	0.002817	0.000585	0.088011	0.000000	1.000000	71	2	103	2	1
305	Anne Cecilie Fagerlie	0.005634	0.000868	0.117067	0.003158	0.428571	72	3	38	8	2
306	Arnhild Schia	0.002817	0.000499	0.104871	0.000000	1.000000	72	3	38	8	2
307	Audun Wickstrand Iversen	0.005634	0.000821	0.118859	0.009474	0.428571	7	14	44	8	1
308	Kjell Bråthen	0.006338	0.000954	0.121451	0.003547	0.444444	72	3	38	8	1
309	Nils Andreas Foldal	0.002817	0.000456	0.113715	0.000000	1.000000	73	14	21	8	1
310	Nini Eugenie Høegh Nergaard	0.014085	0.001810	0.135771	0.068322	0.247368	19	8	21	10	2
311	Paal Espen Johnsen	0.005634	0.000888	0.115536	0.006331	0.428571	73	3	104	8	1
312	Terje Rogne	0.007042	0.001233	0.108652	0.004045	0.288889	72	3	38	8	1
313	Tore Engebretsen	0.002817	0.000499	0.104871	0.000000	1.000000	72	3	38	8	1
314	Anne Cecilie Underthun Marstein	0.002113	0.000505	0.093419	0.000000	1.000000	74	3	139	8	2
315	Jan Pihl Grimnes	0.004930	0.000918	0.110550	0.002531	0.428571	74	3	139	8	1
316	Kristine Birgitte Eiken	0.002113	0.000505	0.093419	0.000000	1.000000	74	3	139	8	2
317	Svein Ramsay Goli	0.002113	0.000505	0.093419	0.000000	1.000000	74	3	139	8	1
318	Anne Dæhlie	0.002817	0.000704	0.002817	0.000000	1.000000	75	52	105	0	2
319	Camilla Fiskevoll	0.002817	0.000704	0.002817	0.000000	1.000000	75	52	105	0	2
320	Dag Øivind Dvergsten	0.002817	0.000704	0.002817	0.000000	1.000000	75	52	105	0	1
321	Egil Martin Ullebø	0.002817	0.000704	0.002817	0.000000	1.000000	75	52	105	0	1
322	Tarmo Johan Tuominen	0.002817	0.000704	0.002817	0.000000	1.000000	75	52	105	0	1
323	Anne Drinkwater	0.004225	0.000589	0.102747	0.000000	1.000000	76	15	12	14	2
324	Ida Helliesen	0.004225	0.000589	0.102747	0.000000	1.000000	76	15	12	14	2
325	Kjell Inge Røkke	0.013380	0.001727	0.121826	0.023953	0.245614	66	15	12	14	1
326	Lone Fønss Gjørup Schrøder	0.009155	0.001122	0.116006	0.002133	0.474359	66	15	12	14	2
327	Øyvind Eriksen	0.004225	0.000589	0.102747	0.000000	1.000000	76	15	12	14	1
328	Percy Henrik Mikael Lilius	0.004225	0.000589	0.102747	0.000000	1.000000	76	15	12	14	1
329	Sarah Elizabeth Ryan	0.004225	0.000589	0.102747	0.000000	1.000000	76	15	12	14	2
330	Anne Fredriksen	0.002817	0.000518	0.099844	0.000000	1.000000	77	9	28	2	2
331	Karen Sund	0.008451	0.001443	0.108261	0.007250	0.272727	78	9	28	2	2
332	Morten Henriksen	0.002817	0.000518	0.099844	0.000000	1.000000	77	9	28	2	1
333	Rune Valle	0.002817	0.000518	0.099844	0.000000	1.000000	77	9	28	2	1
334	Sverre Valvik	0.008451	0.001267	0.115875	0.013246	0.272727	79	9	86	2	1
335	Anne Gine Hestetun	0.005634	0.000730	0.071735	0.000000	1.000000	80	1	29	20	2
336	Brian Chang	0.005634	0.000730	0.071735	0.000000	1.000000	80	1	29	20	1
337	Eli Sætersmoen	0.007042	0.001005	0.071755	0.001689	0.644444	80	1	29	20	2
338	Hans Olav Lindal	0.005634	0.000730	0.071735	0.000000	1.000000	80	1	29	20	1
339	Magnus Stangeland	0.005634	0.000730	0.071735	0.000000	1.000000	80	1	29	20	1
340	Monica Siv Salthella	0.005634	0.000730	0.071735	0.000000	1.000000	80	1	29	20	2
341	Oddvar Skjegstad	0.008451	0.001073	0.073462	0.000719	0.545455	80	1	29	20	1
342	Oddvar Stangeland	0.008451	0.001065	0.081256	0.007033	0.545455	80	1	29	20	1
343	Rune Skarveland	0.005634	0.000730	0.071735	0.000000	1.000000	80	1	29	20	1
344	Anne Grete Ellingsen	0.002817	0.000584	0.092076	0.000000	1.000000	81	3	38	8	2
345	Hege Eikeland	0.002817	0.000584	0.092076	0.000000	1.000000	81	3	38	8	2
346	John Rae Pickard	0.002817	0.000584	0.092076	0.000000	1.000000	81	3	38	8	1
347	Scott Irving Kerr	0.002817	0.000584	0.092076	0.000000	1.000000	81	3	38	8	1
348	Anne Gro Sundby	0.002817	0.000704	0.002817	0.000000	1.000000	82	53	106	0	2
349	Bo Lundqvist	0.002817	0.000704	0.002817	0.000000	1.000000	82	53	106	0	1
350	Jens Eric Jepsen Christensen	0.002817	0.000704	0.002817	0.000000	1.000000	82	53	106	0	1
351	Leif Corinth-Hansen	0.002817	0.000704	0.002817	0.000000	1.000000	82	53	106	0	1
352	Morten Helge	0.002817	0.000704	0.002817	0.000000	1.000000	82	53	106	0	1
353	Anne Hjelle	0.004225	0.000667	0.080820	0.000000	1.000000	83	21	16	7	2
354	Jan-Emil Johannessen	0.004225	0.000667	0.080820	0.000000	1.000000	83	21	16	7	1
355	John Gunnar Strøm	0.004225	0.000667	0.080820	0.000000	1.000000	83	21	16	7	1
356	Johnny Ballestad	0.006338	0.001020	0.093181	0.010017	0.500000	83	21	16	7	1
357	Liv Bente Fagerbakke Storebø	0.004225	0.000667	0.080820	0.000000	1.000000	83	21	16	7	2
358	Rune Ingve Fløgstad	0.008451	0.001236	0.080897	0.005044	0.454545	83	21	16	7	1
359	Siv Gausdal Eriksen	0.004225	0.000667	0.080820	0.000000	1.000000	83	21	16	7	2
360	Anne Johnsrud Hagen	0.004225	0.000678	0.077390	0.000000	1.000000	84	11	47	22	2
361	Audun Bø	0.004225	0.000678	0.077390	0.000000	1.000000	84	11	47	22	1
362	Bente Avnung Landsnes	0.006338	0.001084	0.077425	0.002531	0.500000	84	11	47	22	2
363	Gunn Oland	0.004225	0.000678	0.077390	0.000000	1.000000	84	11	47	22	2
364	Kim Dobrowen	0.004225	0.000678	0.077390	0.000000	1.000000	84	11	47	22	1
365	Knut Erik Robertsen	0.004225	0.000678	0.077390	0.000000	1.000000	84	11	47	22	1
366	Leiv Askvig	0.008451	0.001213	0.088697	0.007540	0.454545	14	11	23	22	1
367	Anne Kristine Baltzersen	0.005634	0.000991	0.084485	0.004015	0.571429	85	5	65	3	2
368	Eva Kristine Schei	0.004225	0.000705	0.075609	0.000000	1.000000	85	5	65	3	2
369	Geir Holmgren	0.004225	0.000705	0.075609	0.000000	1.000000	85	5	65	3	1
370	Gustav Heiberg Simonsen	0.001408	0.000352	0.083047	0.000000	1.000000	85	5	140	0	1
371	Idar Kreutzer	0.004225	0.000705	0.075609	0.000000	1.000000	85	5	65	3	1
372	Lars Even Moe	0.002817	0.000661	0.094696	0.005323	0.333333	85	5	140	0	1
373	Maria Borch Helsengreen	0.007042	0.001120	0.078146	0.001330	0.466667	85	5	65	3	2
374	Nils Robert Hodnesdal	0.004225	0.000705	0.075609	0.000000	1.000000	85	5	65	3	1
375	Stein Wessel-Aas	0.004225	0.000705	0.075609	0.000000	1.000000	85	5	65	3	1
376	Anne Marie Cannon	0.002817	0.000451	0.106795	0.000000	1.000000	86	2	12	2	2
377	Christine Bosse	0.002817	0.000451	0.106795	0.000000	1.000000	86	2	12	2	2
378	Finn Berg Jacobsen	0.009155	0.001323	0.107174	0.014176	0.358974	86	2	39	24	1
379	Kristin Margrethe Krohn Devold	0.006338	0.000911	0.114299	0.010204	0.444444	87	2	66	2	2
380	Anne Øian	0.002817	0.000562	0.080528	0.000000	1.000000	88	17	30	9	2
381	Liang Liu	0.002817	0.000562	0.080528	0.000000	1.000000	88	17	30	9	1
382	Mari Thjømøe	0.008451	0.001369	0.092927	0.011412	0.272727	88	17	30	9	2
383	Stewart Gordon Smith	0.002817	0.000562	0.080528	0.000000	1.000000	88	17	30	9	1
384	Svein Eggen	0.002817	0.000562	0.080528	0.000000	1.000000	88	17	30	9	1
385	Anne Paula Ekeren Bjone	0.002113	0.000483	0.068613	0.000000	1.000000	89	11	47	22	2
386	Geir Heggem	0.002113	0.000483	0.068613	0.000000	1.000000	89	11	47	22	1
387	Øivind Amundsen	0.002113	0.000483	0.068613	0.000000	1.000000	89	11	47	22	1
388	Anne Sofie Myrmel Bruun-Olsen	0.003521	0.000596	0.102316	0.000000	1.000000	90	1	48	20	2
389	Asbjørn Reinkind	0.006338	0.001015	0.103704	0.022976	0.444444	90	1	107	20	1
390	Bård Brath Ingerø	0.003521	0.000596	0.102316	0.000000	1.000000	90	1	48	20	1
391	Gyrid Skalleberg Ingerø	0.006338	0.001087	0.102398	0.003371	0.444444	90	1	48	20	2
392	Harald Niclas Tøsti	0.007042	0.001048	0.121739	0.029557	0.444444	90	1	48	20	1
393	Narve Reiten	0.003521	0.000596	0.102316	0.000000	1.000000	90	1	48	20	1
394	Anne Sofie Nilsen	0.004225	0.000704	0.004225	0.000000	1.000000	91	30	67	16	2
395	Hilde Rolandsen	0.004225	0.000704	0.004225	0.000000	1.000000	91	30	67	16	2
396	Kjerstin Elisabeth Rasmussen Braathen	0.004225	0.000704	0.004225	0.000000	1.000000	91	30	67	16	2
397	Pål Skoe	0.004225	0.000704	0.004225	0.000000	1.000000	91	30	67	16	1
398	Terje Halvorsen	0.004225	0.000704	0.004225	0.000000	1.000000	91	30	67	16	1
399	Terje Werner Straume	0.004225	0.000704	0.004225	0.000000	1.000000	91	30	67	16	1
400	Thor Andersen	0.004225	0.000704	0.004225	0.000000	1.000000	91	30	67	16	1
401	Anne Sofie Utne	0.009859	0.001117	0.081372	0.007203	0.560440	23	1	7	30	2
402	Birthe Cecilie Lepsøe	0.002817	0.000441	0.079615	0.000000	1.000000	92	1	68	3	2
403	Christian Maureira	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	1
404	Eivind Eidesvik	0.005634	0.000843	0.079664	0.001683	0.571429	92	1	68	3	1
405	Elise Henriette Novik	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	2
406	Endre Sekse	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	1
407	Jorunn Petrine Frøyen	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	2
408	Kristian Eidesvik	0.005634	0.000843	0.079664	0.001683	0.571429	92	1	68	3	1
409	Magnus Johan Ytterstad	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	1
410	Reno Dimmen	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	1
411	Sigurd Strand Teige	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	1
412	Sven Aage Thoen	0.005634	0.000835	0.090900	0.012475	0.428571	88	1	30	3	1
413	Tore Andre Haugen	0.007042	0.000758	0.075542	0.000000	1.000000	23	1	7	30	1
414	Annette Aubert Gilje	0.004225	0.000704	0.004225	0.000000	1.000000	93	31	69	6	2
415	Emil Aubert	0.004225	0.000704	0.004225	0.000000	1.000000	93	31	69	6	1
416	Georg Kervel	0.004225	0.000704	0.004225	0.000000	1.000000	93	31	69	6	1
417	George Emil Aubert	0.004225	0.000704	0.004225	0.000000	1.000000	93	31	69	6	1
418	Marichen Winsnes Lenæs	0.004225	0.000704	0.004225	0.000000	1.000000	93	31	69	6	1
419	Signe Holta Ringertz	0.004225	0.000704	0.004225	0.000000	1.000000	93	31	69	6	2
420	Tom Coward	0.004225	0.000704	0.004225	0.000000	1.000000	93	31	69	6	1
421	Annette Beate Wacknitz Malm Justad	0.005634	0.000948	0.092860	0.001689	0.571429	94	7	13	11	2
422	Carol Bell	0.004225	0.000650	0.092826	0.000000	1.000000	94	7	13	11	2
423	Dag Fasmer Wittusen	0.001408	0.000360	0.080452	0.000000	1.000000	94	7	13	11	1
424	Daniel Joseph Piette	0.004225	0.000650	0.092826	0.000000	1.000000	94	7	13	11	1
425	Francis Robert Gugen	0.004225	0.000650	0.092826	0.000000	1.000000	94	7	13	11	1
426	Harald Johan Norvik	0.009155	0.001202	0.108975	0.007354	0.461538	59	7	13	11	1
427	Holly Ann Van Deursen	0.004225	0.000650	0.092826	0.000000	1.000000	94	7	13	11	2
428	Lars Solbakken	0.001408	0.000360	0.080452	0.000000	1.000000	94	7	13	11	1
429	Odd Ingar Skaug	0.007746	0.001146	0.095651	0.002053	0.454545	95	7	13	11	1
430	Annika Billström	0.003521	0.000585	0.077519	0.000000	1.000000	96	11	22	22	2
431	Gro Bakstad	0.007746	0.001164	0.077589	0.005044	0.454545	97	11	22	22	2
432	Hans-Jürgen Kai Von Uthmann	0.003521	0.000585	0.077519	0.000000	1.000000	96	11	22	22	1
433	Jette Wigand Knudsen	0.003521	0.000585	0.077519	0.000000	1.000000	96	11	22	22	2
434	Martin Mæland	0.007042	0.001075	0.088835	0.009193	0.444444	17	11	22	22	1
435	Peder Christian Løvenskiold	0.003521	0.000585	0.077519	0.000000	1.000000	96	11	22	22	1
436	Ari Antero Kaperi	0.002113	0.000704	0.002113	0.000000	1.000000	98	79	141	5	1
437	Carl Fredrik Stenson Rystedt	0.002113	0.000704	0.002113	0.000000	1.000000	98	79	141	5	1
438	Karin Sigrid Thorburn	0.002113	0.000704	0.002113	0.000000	1.000000	98	79	141	5	2
439	Mary Helene Moe	0.002113	0.000704	0.002113	0.000000	1.000000	98	79	141	5	2
440	Aril Resen	0.002817	0.000591	0.073410	0.000000	1.000000	99	8	55	10	1
441	Cecilie Amdahl	0.007042	0.001266	0.083575	0.003387	0.288889	99	8	55	10	2
442	Erik Osmundsen	0.002817	0.000591	0.073410	0.000000	1.000000	99	8	55	10	1
443	Liv Bergthorsdottir	0.002817	0.000591	0.073410	0.000000	1.000000	99	8	55	10	2
444	Odd Johnny Winge	0.002817	0.000591	0.073410	0.000000	1.000000	99	8	55	10	1
445	Arild Abel Engh	0.003521	0.000634	0.090578	0.000000	1.000000	100	0	2	6	1
446	Arnold Rørholt	0.003521	0.000634	0.090578	0.000000	1.000000	100	0	2	6	1
447	Georg Edvard Gunnerød	0.003521	0.000634	0.090578	0.000000	1.000000	100	0	2	6	1
448	Judith Lee Bollinger	0.003521	0.000634	0.090578	0.000000	1.000000	100	0	2	6	2
449	Per Anders Grudén	0.004225	0.000765	0.090594	0.000002	0.733333	100	0	2	6	1
450	Tone Bjørnov	0.015493	0.002495	0.106550	0.022274	0.155844	100	0	2	6	2
451	Armin Theodor Papperger	0.002113	0.000704	0.002113	0.000000	1.000000	101	80	142	0	1
452	Helmut Paul Merch	0.002113	0.000704	0.002113	0.000000	1.000000	101	80	142	0	1
453	Jon Asbjørn Bø	0.002113	0.000704	0.002113	0.000000	1.000000	101	80	142	0	1
454	Luitjen Rolf Ennenga	0.002113	0.000704	0.002113	0.000000	1.000000	101	80	142	0	1
455	Arne Hansteen	0.004930	0.000706	0.091061	0.000000	1.000000	86	2	39	24	1
456	Bengt Arve Rem	0.004930	0.000706	0.091061	0.000000	1.000000	86	2	39	24	1
457	Beret Luise Sundet	0.004930	0.000706	0.091061	0.000000	1.000000	86	2	39	24	2
458	Birgitte Teigland	0.004930	0.000706	0.091061	0.000000	1.000000	86	2	39	24	2
459	Børre Anton Bonnevie Grønningsæter	0.004930	0.000706	0.091061	0.000000	1.000000	86	2	39	24	1
460	Stein Vidar Håland	0.004930	0.000706	0.091061	0.000000	1.000000	86	2	39	24	1
461	Vibeke Kristin Svendsby	0.004930	0.000706	0.091061	0.000000	1.000000	86	2	39	24	2
462	Arne Haugseth	0.001408	0.000704	0.001408	0.000000	1.000000	102	95	159	0	1
463	Eigel Ingvar Thom	0.001408	0.000704	0.001408	0.000000	1.000000	102	95	159	0	1
464	Eva Andersen Røraas	0.001408	0.000704	0.001408	0.000000	1.000000	102	95	159	0	2
465	Arne Hygen Tørnkvist	0.001408	0.000704	0.001408	0.000000	1.000000	103	96	160	0	1
466	David Anla Llewelyn Bandele	0.001408	0.000704	0.001408	0.000000	1.000000	103	96	160	0	1
467	Kristin Dyb	0.001408	0.000704	0.001408	0.000000	1.000000	103	96	160	0	2
468	Arne Incoronato	0.003521	0.000704	0.003521	0.000000	1.000000	104	41	87	18	1
469	Hans Anfinn Eide Helland	0.003521	0.000704	0.003521	0.000000	1.000000	104	41	87	18	1
470	Helge Orstad	0.003521	0.000704	0.003521	0.000000	1.000000	104	41	87	18	1
471	Leif Arvid Høiland	0.003521	0.000704	0.003521	0.000000	1.000000	104	41	87	18	1
472	Leif Roar Høiland	0.003521	0.000704	0.003521	0.000000	1.000000	104	41	87	18	1
473	Rolf Smedvig Hodne	0.003521	0.000704	0.003521	0.000000	1.000000	104	41	87	18	1
474	Arne Nicander	0.002817	0.000704	0.002817	0.000000	1.000000	105	54	108	5	1
475	Hans Göran Thorshag	0.002817	0.000704	0.002817	0.000000	1.000000	105	54	108	5	1
476	Jennifer Andrea Mcnee	0.002817	0.000704	0.002817	0.000000	1.000000	105	54	108	5	2
477	Kjell Hans Bakke	0.002817	0.000704	0.002817	0.000000	1.000000	105	54	108	5	1
478	Trine Hartmann Klungland	0.002817	0.000704	0.002817	0.000000	1.000000	105	54	108	5	2
479	Arne Smedal	0.002817	0.000500	0.085372	0.000000	1.000000	88	17	30	9	1
480	Jens Dag Ulltveit-Moe	0.007042	0.001054	0.092491	0.008681	0.488889	106	17	17	9	1
481	Siri Beate Hatlen	0.002817	0.000500	0.085372	0.000000	1.000000	88	17	30	9	2
482	Tom Ruud	0.003521	0.000595	0.085386	0.000090	0.700000	88	17	30	9	1
483	Arne Solberg	0.002817	0.000704	0.002817	0.000000	1.000000	107	55	109	5	1
484	Asa Matti Lyytinen	0.002817	0.000704	0.002817	0.000000	1.000000	107	55	109	5	1
485	Gun Lisbeth Gustafsson	0.002817	0.000704	0.002817	0.000000	1.000000	107	55	109	5	2
486	Harri Tapio Takanen	0.002817	0.000704	0.002817	0.000000	1.000000	107	55	109	5	1
487	Olena Anfimova	0.002817	0.000704	0.002817	0.000000	1.000000	107	55	109	5	2
488	Arne Thorolf Wiese Tønjum	0.002817	0.000568	0.090610	0.000000	1.000000	108	0	2	6	1
489	Elisabeth Agnete Weme Bjerkestrand	0.002817	0.000568	0.090610	0.000000	1.000000	108	0	2	6	2
490	Kristian Martin Utkilen	0.002817	0.000568	0.090610	0.000000	1.000000	108	0	2	6	1
491	Arnfinn Torgnes	0.002817	0.000704	0.002817	0.000000	1.000000	109	56	110	5	1
492	Charlotte Fredrikke Hartvigsen Lem	0.002817	0.000704	0.002817	0.000000	1.000000	109	56	110	5	2
493	Inger-Gunn Sande	0.002817	0.000704	0.002817	0.000000	1.000000	109	56	110	5	2
494	Karl Johann Torgnes	0.002817	0.000704	0.002817	0.000000	1.000000	109	56	110	5	1
495	Reidulf Gerhard Juliussen	0.002817	0.000704	0.002817	0.000000	1.000000	109	56	110	5	1
496	Arnstein Olav Wigestrand	0.002817	0.000741	0.003756	0.000000	1.000000	110	28	49	4	1
497	Hilde Drønen	0.004225	0.001131	0.004507	0.000012	0.466667	110	28	49	4	2
498	John Anthony Hogan	0.002817	0.000741	0.003756	0.000000	1.000000	110	28	49	4	1
499	Lars Arne Takla	0.004225	0.001131	0.004507	0.000012	0.466667	110	28	49	4	1
500	Therese Log Bergjord	0.002817	0.000741	0.003756	0.000000	1.000000	110	28	49	4	2
501	Arnt Harald Jerpstad	0.004225	0.000704	0.004225	0.000000	1.000000	111	32	70	1	1
502	Åsmund Paulsen	0.004225	0.000704	0.004225	0.000000	1.000000	111	32	70	1	1
503	Catrine Birkevold Liem	0.004225	0.000704	0.004225	0.000000	1.000000	111	32	70	1	2
504	Eiolf Jarle Stein	0.004225	0.000704	0.004225	0.000000	1.000000	111	32	70	1	1
505	Inger Elisabeth Prebensen	0.004225	0.000704	0.004225	0.000000	1.000000	111	32	70	1	2
506	Knut Grønvik	0.004225	0.000704	0.004225	0.000000	1.000000	111	32	70	1	1
507	Trine Sellæg Aulie	0.004225	0.000704	0.004225	0.000000	1.000000	111	32	70	1	2
508	Arve Andersson	0.001408	0.000373	0.092759	0.000000	1.000000	112	6	18	7	1
509	Lars Hoven	0.001408	0.000373	0.092759	0.000000	1.000000	112	6	18	7	1
510	Synne Syrrist	0.011268	0.002036	0.109651	0.034026	0.125000	112	6	18	7	2
511	Arve Giske	0.003521	0.000589	0.097693	0.000000	1.000000	113	13	0	17	1
512	Berit Kjøll	0.006338	0.001079	0.097768	0.003371	0.444444	113	13	0	17	2
513	Guri Mai Elmar	0.003521	0.000589	0.097693	0.000000	1.000000	113	13	0	17	2
514	Per Heidenreich	0.003521	0.000589	0.097693	0.000000	1.000000	113	13	0	17	1
515	Trygve Hegnar	0.003521	0.000589	0.097693	0.000000	1.000000	113	13	0	17	1
516	Kari Stautland	0.002817	0.000451	0.104957	0.000000	1.000000	7	14	44	8	2
517	Marianne Heien Blystad	0.008451	0.001060	0.112739	0.008228	0.515152	2	14	43	23	2
518	William J Raduchel	0.002817	0.000451	0.104957	0.000000	1.000000	7	14	44	8	1
519	Arvid Axberg	0.003521	0.000704	0.003521	0.000000	1.000000	114	42	88	1	1
520	Catherine Monique Nicole Marchand Støle	0.003521	0.000704	0.003521	0.000000	1.000000	114	42	88	1	2
521	Egil Steinberg	0.003521	0.000704	0.003521	0.000000	1.000000	114	42	88	1	1
522	Eva Nygård	0.003521	0.000704	0.003521	0.000000	1.000000	114	42	88	1	2
523	Eyvind Aven	0.003521	0.000704	0.003521	0.000000	1.000000	114	42	88	1	1
524	Svein Skeie	0.003521	0.000704	0.003521	0.000000	1.000000	114	42	88	1	1
525	Arvid Grundekjøn	0.002817	0.000542	0.096862	0.000000	1.000000	115	6	18	7	1
526	Gry Mølleskog	0.002817	0.000542	0.096862	0.000000	1.000000	115	6	18	7	2
527	Jon Erik Brøndmo	0.002817	0.000542	0.096862	0.000000	1.000000	115	6	18	7	1
528	Åsa Helena Kristina Mossberg	0.002113	0.000505	0.081919	0.000000	1.000000	4	4	81	15	2
529	Astrid Moe Eikrem	0.002113	0.000505	0.081919	0.000000	1.000000	4	4	81	15	2
530	Peter Ditlef Knudsen	0.002113	0.000505	0.081919	0.000000	1.000000	4	4	81	15	1
531	Ingelise Arntsen	0.002817	0.000507	0.089502	0.000000	1.000000	116	1	107	20	2
532	Per Grieg	0.002817	0.000507	0.089502	0.000000	1.000000	116	1	107	20	1
533	Terje Ramm	0.002817	0.000507	0.089502	0.000000	1.000000	116	1	107	20	1
534	Wenche Kjølås	0.005634	0.000843	0.091304	0.020320	0.428571	116	1	107	20	2
535	Bård Martin Mikkelsen	0.005634	0.000832	0.111634	0.011778	0.428571	79	9	86	2	1
536	Bjørg Ven	0.006338	0.000734	0.112789	0.000000	1.000000	11	6	5	31	2
537	Eva Steiness	0.003521	0.000525	0.104316	0.000000	1.000000	42	6	5	12	2
538	Helge Midttun	0.009155	0.001382	0.112764	0.020357	0.282051	117	2	89	2	1
539	Ingrid Beichmann Wiik	0.011268	0.001515	0.108675	0.024293	0.308333	42	19	20	12	2
540	Jan Erik Korssjøen	0.002817	0.000452	0.106906	0.000000	1.000000	79	2	5	2	1
541	Jens Jesper Ovesen	0.006338	0.000734	0.112789	0.000000	1.000000	11	6	5	31	1
542	Jon Hindar	0.003521	0.000525	0.104316	0.000000	1.000000	42	6	5	12	1
543	Kenneth Peter Herry Hertz	0.006338	0.000734	0.112789	0.000000	1.000000	11	6	5	31	1
544	Kristin Skogen Lund	0.006338	0.000734	0.112789	0.000000	1.000000	11	6	5	31	2
545	Mats Gunnar Pettersson	0.003521	0.000525	0.104316	0.000000	1.000000	42	6	5	12	1
546	Peer Sørensen	0.006338	0.000734	0.112789	0.000000	1.000000	11	6	5	31	1
547	Rebekka Glasser Herlofsen	0.002817	0.000452	0.106906	0.000000	1.000000	79	2	5	2	2
548	Stein Erik Hagen	0.006338	0.000734	0.112789	0.000000	1.000000	11	6	5	31	1
549	Svein Sigurd Jacobsen	0.009155	0.001066	0.125404	0.042192	0.538462	11	6	5	31	1
550	Tom Kornelius Jensen	0.006338	0.000734	0.112789	0.000000	1.000000	11	6	5	31	1
551	Xavier Denis Yon	0.003521	0.000525	0.104316	0.000000	1.000000	42	6	5	12	1
552	Åse Karin Tennebekk	0.003521	0.000704	0.003521	0.000000	1.000000	118	43	90	7	2
553	Bjørg Knapstad	0.003521	0.000704	0.003521	0.000000	1.000000	118	43	90	7	2
554	Dagfinn Gjøstein	0.003521	0.000704	0.003521	0.000000	1.000000	118	43	90	7	1
555	Jorunn Lødemel	0.003521	0.000704	0.003521	0.000000	1.000000	118	43	90	7	2
556	Nils Ringheim	0.003521	0.000704	0.003521	0.000000	1.000000	118	43	90	7	1
557	Stig Gunnar Røthe	0.003521	0.000704	0.003521	0.000000	1.000000	118	43	90	7	1
558	Åse Koll Lunde	0.002113	0.000704	0.002113	0.000000	1.000000	119	81	143	1	2
559	Erik Olger Jacobsen	0.002113	0.000704	0.002113	0.000000	1.000000	119	81	143	1	1
560	John Hatleskog	0.002113	0.000704	0.002113	0.000000	1.000000	119	81	143	1	1
561	Wenche Kristine Rettedal	0.002113	0.000704	0.002113	0.000000	1.000000	119	81	143	1	2
562	Aslak Bestul	0.004225	0.000704	0.004225	0.000000	1.000000	120	33	71	18	1
563	Bente Thomassen	0.004225	0.000704	0.004225	0.000000	1.000000	120	33	71	18	2
564	Harald Solberg	0.004225	0.000704	0.004225	0.000000	1.000000	120	33	71	18	1
565	Ingjerd Juel Ingeborgrud	0.004225	0.000704	0.004225	0.000000	1.000000	120	33	71	18	2
566	Kjell Hande	0.004225	0.000704	0.004225	0.000000	1.000000	120	33	71	18	1
567	Lise Graaten	0.004225	0.000704	0.004225	0.000000	1.000000	120	33	71	18	2
568	Steinar Eikeland	0.004225	0.000704	0.004225	0.000000	1.000000	120	33	71	18	1
569	Astrid Koppernæs	0.004225	0.000670	0.068769	0.000000	1.000000	97	11	22	22	2
